scaffold_id	structure	bms	sk_struct	idx	closest_order	bucket_id	embedded_hs_coordinates	Dim_1	Dim_2
scaffold.109324	O=C(CSc1ccccc1)OCC(=O)N1CCCCC1	O=C(CSc1ccccc1)OCC(=O)N1CCCCC1	18 6 7 2 0 6 1 0 5 0 1 1 3 5 0 1 3 1 0 0 0 0 2 0 2 0 0 0 0 0 2 0	277	16024	18885	53;175	53	175
scaffold.84266	O=C(NCCCN1CCNCC1)Nc1ccccc1	O=C(NCCCN1CCNCC1)Nc1ccccc1	18 6 7 2 0 6 1 0 6 0 0 0 6 5 0 0 1 4 0 0 0 1 2 0 2 0 0 0 0 0 1 0	278	16025	18886	52;175	52	175
scaffold.110601	O=C(NCCN1CCNCC1)C(=O)Nc1ccccc1	O=C(NCCN1CCNCC1)C(=O)Nc1ccccc1	18 6 7 2 0 6 1 0 6 0 0 0 6 6 0 0 2 4 0 0 0 0 4 0 2 1 0 0 0 0 2 0	279	16026	18887	52;174	52	174
scaffold.118382	O=C(N/N=C/CC(=O)N1CCNCC1)c1ccccc1	O=C(N/N=C/CC(=O)N1CCNCC1)c1ccccc1	18 6 7 2 0 6 1 0 6 0 0 0 6 6 0 0 2 4 0 1 0 0 2 0 3 0 0 0 0 0 2 0	280	16027	18888	53;174	53	174
scaffold.67020	C(=NCCCN1CCOCC1)Nc1ccccc1	C(=NCCCN1CCOCC1)Nc1ccccc1	18 6 7 2 0 6 1 0 6 0 0 1 5 4 0 0 1 3 0 0 0 0 2 0 1 0 0 0 0 0 0 0	281	16028	18890	52;173	52	173
scaffold.89440	O=C(CNCCN1CCOCC1)Nc1ccccc1	O=C(CNCCN1CCOCC1)Nc1ccccc1	18 6 7 2 0 6 1 0 6 0 0 1 5 5 0 0 2 3 0 0 0 0 4 0 1 0 0 0 0 0 1 0	282	16029	18891	52;172	52	172
scaffold.98426	O=C(CN1CCNCC1)NCCOc1ccccc1	O=C(CN1CCNCC1)NCCOc1ccccc1	18 6 7 2 0 6 1 0 6 0 0 1 5 5 0 0 2 3 0 0 0 0 4 0 1 0 0 0 0 0 1 0	283	16029	18891	52;172	52	172
scaffold.109679	O=C(NC(=S)NCCN1CCOCC1)c1ccccc1	O=C(NC(=S)NCCN1CCOCC1)c1ccccc1	18 6 7 2 0 6 1 0 6 0 0 1 5 6 0 1 2 3 0 0 0 1 3 0 3 0 0 0 0 0 2 0	284	16031	18893	54;172	54	172
scaffold.65411	c1ccc(OCCOCCN2CCNCC2)cc1	c1ccc(OCCOCCN2CCNCC2)cc1	18 6 7 2 0 6 1 0 6 0 0 2 4 4 0 0 2 2 0 0 0 0 4 0 0 0 0 0 0 0 0 0	285	16032	18894	54;173	54	173
scaffold.83719	O=C(COc1ccccc1)NCCN1CCOCC1	O=C(COc1ccccc1)NCCN1CCOCC1	18 6 7 2 0 6 1 0 6 0 0 2 4 5 0 0 3 2 0 0 0 0 4 0 1 0 0 0 0 0 1 0	286	16033	18895	55;173	55	173
scaffold.67084	c1ccc(OCCOCCN2CCOCC2)cc1	c1ccc(OCCOCCN2CCOCC2)cc1	18 6 7 2 0 6 1 0 6 0 0 3 3 4 0 0 3 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0	287	16034	18897	55;171	55	171
scaffold.88089	O=C(COc1ccccc1)OCCN1CCOCC1	O=C(COc1ccccc1)OCCN1CCOCC1	18 6 7 2 0 6 1 0 6 0 0 3 3 5 0 0 4 1 0 0 0 0 4 0 1 0 0 0 0 0 1 0	288	16035	18898	54;171	54	171
scaffold.67178	c1ccc(SCCOCCN2CCOCC2)cc1	c1ccc(SCCOCCN2CCOCC2)cc1	18 6 7 2 0 6 1 0 6 0 1 2 3 4 0 1 2 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0	289	16036	18899	54;170	54	170
scaffold.135670	O=C(CCNS(=O)(=O)c1ccccc1)NC1CCCCC1	O=C(CCNS(=O)(=O)c1ccccc1)NC1CCCCC1	18 6 7 2 0 6 1 0 8 0 6 0 2 6 0 1 3 2 0 1 0 0 0 2 3 0 0 0 0 0 3 0	290	16037	18900	55;170	55	170
scaffold.137796	O=C(NCCS(=O)(=O)NC1CCCCC1)c1ccccc1	O=C(NCCS(=O)(=O)NC1CCCCC1)c1ccccc1	18 6 7 2 0 6 1 0 8 0 6 0 2 6 0 1 3 2 0 1 0 0 1 2 3 0 0 0 0 0 3 0	291	16038	18901	55;169	55	169
scaffold.134205	O=C(CNS(=O)(=O)c1ccccc1)NCC1CCCCC1	O=C(CNS(=O)(=O)c1ccccc1)NCC1CCCCC1	18 6 7 2 0 6 1 0 8 0 6 0 2 6 0 1 3 2 0 1 0 0 1 2 3 0 0 0 0 0 3 0	292	16038	18901	55;169	55	169
scaffold.82762	O=C(/C=C\Nc1ccccc1)/C=C/C1=CCCCC1	O=C(/C=C\Nc1ccccc1)/C=C/C1=CCCCC1	18 6 7 2 0 6 1 1 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 3 0 0 0 0 1 0	293	16040	18904	54;169	54	169
scaffold.88302	O=C(CNc1ccccc1)NCCC1=CCCCC1	O=C(CNc1ccccc1)NCCC1=CCCCC1	18 6 7 2 0 6 1 1 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 0 0 0 0 1 0	294	16041	18905	53;169	53	169
scaffold.109521	O=C(NCCC1=CCCCC1)C(=O)Nc1ccccc1	O=C(NCCC1=CCCCC1)C(=O)Nc1ccccc1	18 6 7 2 0 6 1 1 2 0 0 0 2 4 0 0 2 2 0 0 0 0 1 0 2 1 0 0 0 0 2 0	295	16042	18906	53;168	53	168
scaffold.86061	O=C(COc1ccccc1)NCCC1=CCCCC1	O=C(COc1ccccc1)NCCC1=CCCCC1	18 6 7 2 0 6 1 1 2 0 0 1 1 3 0 0 2 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0	296	16043	18907	52;168	52	168
scaffold.94706	S=C(NC[C@H]1CC=CCC1)N/N=C/c1ccccc1	S=C(NC[C@H]1CC=CCC1)N/N=C/c1ccccc1	18 6 7 2 0 6 1 1 3 0 0 0 3 4 0 1 0 3 0 1 0 1 0 0 3 0 0 0 0 0 1 0	297	16044	18908	52;169	52	169
scaffold.107179	O=C1C=C(NCC(=O)N/N=C\c2ccccc2)CCC1	O=C1C=C(NCC(=O)N/N=C\c2ccccc2)CCC1	18 6 7 2 0 6 1 1 3 0 0 0 3 5 0 0 2 3 0 1 0 0 1 0 3 1 0 0 0 0 2 0	298	16045	18910	53;170	53	170
scaffold.138604	O=C1NCC=C(COC(=O)CNC(=O)c2ccccc2)N1	O=C1NCC=C(COC(=O)CNC(=O)c2ccccc2)N1	18 6 7 2 0 6 1 1 4 0 0 1 3 7 0 0 4 3 0 0 0 1 2 0 5 0 0 0 0 0 3 0	299	16046	18911	53;171	53	171
scaffold.110264	O=C1NCC=C(COC(=O)CCOc2ccccc2)N1	O=C1NCC=C(COC(=O)CCOc2ccccc2)N1	18 6 7 2 0 6 1 1 4 0 0 2 2 6 0 0 4 2 0 0 0 1 1 0 4 0 0 0 0 0 2 0	300	16047	18912	52;171	52	171
scaffold.109066	O=C(COC(=O)C1=COCCO1)NCc1ccccc1	O=C(COC(=O)C1=COCCO1)NCc1ccccc1	18 6 7 2 0 6 1 1 4 0 0 3 1 6 0 0 5 1 0 0 0 0 3 0 4 1 0 0 0 0 2 0	301	16048	18913	51;171	51	171
scaffold.87457	O=C(CSc1ncccn1)NCCC1=CCCCC1	O=C(CSc1ncccn1)NCCC1=CCCCC1	18 6 7 2 0 6 1 1 4 0 1 0 3 5 0 1 1 3 0 0 0 3 1 0 1 0 0 0 0 0 1 0	302	16049	18914	50;171	50	171
scaffold.84254	N=C1N=CNCN1OCCCCOc1ccccc1	N=C1N=CNCN1OCCCCOc1ccccc1	18 6 7 2 0 6 1 1 7 0 0 2 5 6 0 0 2 4 0 1 0 2 0 0 3 1 0 0 0 0 1 0	303	16050	18916	51;170	51	170
scaffold.141364	C(=N/c1nc2c(s1)CCc1ccccc1-2)\c1ccccc1	C(=N/c1nc2c(s1)CCc1ccccc1-2)\c1ccccc1	21 2 3 4 0 6 3 2 3 0 1 0 2 3 0 1 0 2 0 0 0 3 1 0 0 0 3 2 2 5 0 5	304	24950	29404	102;171	102	171
scaffold.163336	O=C(Nc1nc2c(s1)CCc1ccccc1-2)c1ccccc1	O=C(Nc1nc2c(s1)CCc1ccccc1-2)c1ccccc1	21 2 3 4 0 6 3 2 3 0 1 0 2 4 0 1 1 2 0 0 0 3 1 0 1 0 3 2 2 6 1 6	305	24951	29405	101;171	101	171
scaffold.162848	O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1OC2	O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1OC2	21 2 3 4 0 6 3 2 3 0 1 1 1 4 0 1 2 1 0 0 0 0 1 0 1 0 3 2 2 6 1 6	306	24952	29406	101;170	101	170
scaffold.162600	O=C(Nc1cccs1)C1c2ccccc2Oc2ccccc21	O=C(Nc1cccs1)C1c2ccccc2Oc2ccccc21	21 2 3 4 0 6 3 2 3 0 1 1 1 4 0 1 2 1 0 0 0 1 0 0 1 0 4 1 3 5 1 5	307	24953	29407	100;170	100	170
scaffold.162860	O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1SC2	O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1SC2	21 2 3 4 0 6 3 2 3 0 2 0 1 4 0 2 1 1 0 0 0 0 1 0 1 0 3 2 2 6 1 6	308	24954	29409	100;172	100	172
scaffold.134056	c1ccc(CNc2ncc3c(n2)-c2[nH]ccc2CC3)cc1	c1ccc(CNc2ncc3c(n2)-c2[nH]ccc2CC3)cc1	21 2 3 4 0 6 3 2 4 0 0 0 4 4 0 0 0 4 0 0 0 3 1 0 0 0 3 1 2 6 0 6	309	24955	29410	100;173	100	173
scaffold.162853	O=C(Nc1ccccc1)c1n[nH]c2c1COc1ccccc1-2	O=C(Nc1ccccc1)c1n[nH]c2c1COc1ccccc1-2	21 2 3 4 0 6 3 2 4 0 0 1 3 5 0 0 2 3 0 1 0 0 1 0 1 0 4 0 3 5 1 5	310	24956	29411	101;173	101	173
scaffold.159193	O=C(Nc1ncco1)C1c2ccccc2Oc2ccccc21	O=C(Nc1ncco1)C1c2ccccc2Oc2ccccc21	21 2 3 4 0 6 3 2 4 0 0 2 2 5 0 0 3 2 0 0 0 3 1 0 1 0 4 1 3 5 1 5	311	24957	29412	101;172	101	172
scaffold.163046	O=C(Nc1ccccc1)c1noc2c1COc1ccccc1-2	O=C(Nc1ccccc1)c1noc2c1COc1ccccc1-2	21 2 3 4 0 6 3 2 4 0 0 2 2 5 0 0 3 2 0 1 0 0 1 0 1 0 4 0 3 5 1 5	312	24958	29413	102;172	102	172
scaffold.164087	O=C(Nc1ccccc1)c1n[nH]c2c1CSc1ccccc1-2	O=C(Nc1ccccc1)c1n[nH]c2c1CSc1ccccc1-2	21 2 3 4 0 6 3 2 4 0 1 0 3 5 0 1 1 3 0 1 0 0 1 0 1 0 4 0 3 5 1 5	313	24959	29415	103;173	103	173
scaffold.164121	O=C(Nc1ccccc1)c1noc2c1CSc1ccccc1-2	O=C(Nc1ccccc1)c1noc2c1CSc1ccccc1-2	21 2 3 4 0 6 3 2 4 0 1 1 2 5 0 1 2 2 0 1 0 0 1 0 1 0 4 0 3 5 1 5	314	24960	29416	102;173	102	173
scaffold.153700	O=C(Nc1ccccc1)C1=CCCn2c1nc1ccccc12	O=C(Nc1ccccc1)C1=CCCn2c1nc1ccccc12	21 2 3 4 0 6 3 2 5 0 0 0 5 4 0 0 1 3 0 0 0 1 1 0 1 1 3 1 2 3 1 3	315	24961	29417	102;174	102	174
scaffold.133233	c1ccc(CNc2ncc3c(n2)-c2[nH]ncc2CC3)cc1	c1ccc(CNc2ncc3c(n2)-c2[nH]ncc2CC3)cc1	21 2 3 4 0 6 3 2 5 0 0 0 5 5 0 0 0 5 0 1 0 3 1 0 0 0 3 1 2 6 0 6	316	24962	29418	103;174	103	174
scaffold.143176	c1ccc(COc2ccc3c(c2)CCc2nccn2-3)cc1	c1ccc(COc2ccc3c(c2)CCc2nccn2-3)cc1	21 2 3 4 0 6 3 2 5 0 0 1 4 3 0 0 1 2 0 0 0 1 1 0 0 0 3 1 2 5 0 5	317	24963	29419	103;175	103	175
scaffold.163887	O=C(Nc1nncs1)C1c2ccccc2Oc2ccccc21	O=C(Nc1nncs1)C1c2ccccc2Oc2ccccc21	21 2 3 4 0 6 3 2 5 0 1 1 3 6 0 1 2 3 0 1 0 4 0 0 1 0 4 1 3 5 1 5	318	24964	29420	102;175	102	175
scaffold.155289	O=C(Nc1ccncc1)C1=CCCn2c1nc1ccccc12	O=C(Nc1ccncc1)C1=CCCn2c1nc1ccccc12	21 2 3 4 0 6 3 2 6 0 0 0 6 5 0 0 1 4 0 0 0 1 1 0 1 1 3 1 2 3 1 3	319	24965	29422	101;174	101	174
scaffold.225136	O=C1c2ccccc2C(=O)N1CC(=O)N1CC=Cc2ccccc21	O=C1c2ccccc2C(=O)N1CC(=O)N1CC=Cc2ccccc21	21 2 3 4 0 6 3 2 6 0 0 0 6 5 0 0 3 2 0 0 0 0 1 0 3 0 3 0 1 3 3 3	320	24966	29423	100;174	100	174
scaffold.129583	c1ccc(COc2ccc3c(c2)CCc2nncn2-3)cc1	c1ccc(COc2ccc3c(c2)CCc2nncn2-3)cc1	21 2 3 4 0 6 3 2 6 0 0 1 5 4 0 0 1 3 0 1 0 2 0 0 0 0 3 1 2 5 0 5	321	24967	29424	100;175	100	175
scaffold.142884	c1ccc(COc2ccc3c(c2)CCc2nnnn2-3)cc1	c1ccc(COc2ccc3c(c2)CCc2nnnn2-3)cc1	21 2 3 4 0 6 3 2 7 0 0 1 6 5 0 0 1 4 0 3 2 1 0 0 0 0 3 1 2 5 0 5	322	24968	29425	99;175	99	175
scaffold.222371	O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1S(=O)(=O)C2	O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1S(=O)(=O)C2	21 2 3 4 0 6 3 2 8 0 7 0 1 6 0 2 3 1 0 0 0 0 1 2 1 0 3 2 2 6 3 6	323	24969	29426	98;175	98	175
scaffold.222441	O=C(Nc1ccccc1)c1n[nH]c2c1CS(=O)(=O)c1ccccc1-2	O=C(Nc1ccccc1)c1n[nH]c2c1CS(=O)(=O)c1ccccc1-2	21 2 3 4 0 6 3 2 9 0 6 0 3 7 0 1 3 3 0 1 0 0 1 2 1 0 4 0 3 5 3 5	324	24970	29428	99;174	99	174
scaffold.189282	O=C(Nc1ccccc1)c1cccc2c1C(=O)c1ccccc1-2	O=C(Nc1ccccc1)c1cccc2c1C(=O)c1ccccc1-2	21 2 3 4 0 6 4 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 0 4 0 3 6 2 6	325	24971	29429	99;173	99	173
scaffold.140398	C(=C/c1c[nH]c2ccccc12)\c1ccc2ccccc2n1	C(=C/c1c[nH]c2ccccc12)\c1ccc2ccccc2n1	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 3 1 1 3 0 3	326	24972	29430	99;172	99	172
scaffold.138445	C(=C/c1c[nH]c2ccccc12)\c1ccc2ccccc2[nH+]1	C(=C/c1c[nH]c2ccccc12)\c1ccc2ccccc2[nH+]1	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 3 1 1 3 0 3	327	24972	29430	99;172	99	172
scaffold.140381	C(=C/c1c[nH]c2ccccc12)\c1ccnc2ccccc12	C(=C/c1c[nH]c2ccccc12)\c1ccnc2ccccc12	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 4 0 2 1 0 1	328	24974	29432	98;173	98	173
scaffold.140303	C(=C/c1cc[nH+]c2ccccc12)\c1c[nH]c2ccccc12	C(=C/c1cc[nH+]c2ccccc12)\c1c[nH]c2ccccc12	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 4 0 2 1 0 1	329	24974	29432	98;173	98	173
scaffold.127875	C(=C/c1nccc2c1[nH]c1ccccc12)\c1ccccc1	C(=C/c1nccc2c1[nH]c1ccccc12)\c1ccccc1	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 4 1 3 5 0 5	330	24976	29435	96;172	96	172
scaffold.128419	c1ccc(NN=C2c3ccccc3-c3ccccc32)cc1	c1ccc(NN=C2c3ccccc3-c3ccccc32)cc1	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 1 0 3 0 2 3 1 3	331	24977	29436	96;173	96	173
scaffold.158334	O=C(Nc1ccc2[nH]c3ccccc3c2c1)c1ccccc1	O=C(Nc1ccc2[nH]c3ccccc3c2c1)c1ccccc1	21 2 3 4 0 6 4 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 3 2 2 7 1 7	332	24978	29437	96;174	96	174
scaffold.156946	O=C(Nc1ccc2ccccc2c1)c1cc2ccccc2[nH]1	O=C(Nc1ccc2ccccc2c1)c1cc2ccccc2[nH]1	21 2 3 4 0 6 4 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 2 3 0 5 1 5	333	24979	29438	97;174	97	174
scaffold.187934	O=C1NC(=O)c2cc(/N=C\c3ccccc3)cc3cccc1c23	O=C1NC(=O)c2cc(/N=C\c3ccccc3)cc3cccc1c23	21 2 3 4 0 6 4 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 2 0 3 2 3 2 2 2	334	24980	29439	97;175	97	175
scaffold.162627	O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccccc1	O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccccc1	21 2 3 4 0 6 4 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 3 2 2 6 1 6	335	24981	29440	96;175	96	175
scaffold.205084	O=C1C(=O)c2cc(CNc3ccccc3)oc2-c2ccccc21	O=C1C(=O)c2cc(CNc3ccccc3)oc2-c2ccccc21	21 2 3 4 0 6 4 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 0 1 3 2 2 6 2 6	336	24982	29442	96;177	96	177
scaffold.234112	O=C(Nc1cc2c3c(cccc3c1)C(=O)OC2=O)c1ccccc1	O=C(Nc1cc2c3c(cccc3c1)C(=O)OC2=O)c1ccccc1	21 2 3 4 0 6 4 0 2 0 0 1 1 5 0 0 4 1 0 0 0 0 0 0 3 0 3 2 3 3 3 3	337	24983	29443	97;177	97	177
scaffold.151512	c1ccc(SCc2cc3ccc4ccccc4c3[nH]2)cc1	c1ccc(SCc2cc3ccc4ccccc4c3[nH]2)cc1	21 2 3 4 0 6 4 0 2 0 1 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 3 2 2 6 0 6	338	24984	29444	97;176	97	176
scaffold.130110	c1ccc(COc2c3ccccc3cc3sccc23)cc1	c1ccc(COc2c3ccccc3cc3sccc23)cc1	21 2 3 4 0 6 4 0 2 0 1 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 4 1 3 5 0 5	339	24985	29445	98;176	98	176
scaffold.139282	c1ccc(CNc2cc3c(cn2)[nH]c2ccccc23)cc1	c1ccc(CNc2cc3c(cn2)[nH]c2ccccc23)cc1	21 2 3 4 0 6 4 0 3 0 0 0 3 3 0 0 0 3 0 0 0 1 1 0 0 0 3 2 2 7 0 7	340	24986	29446	99;176	99	176
scaffold.140019	c1ccc(CNc2nccc3c2[nH]c2ccccc23)cc1	c1ccc(CNc2nccc3c2[nH]c2ccccc23)cc1	21 2 3 4 0 6 4 0 3 0 0 0 3 3 0 0 0 3 0 0 0 1 2 0 0 0 4 1 3 6 0 6	341	24987	29448	98;177	98	177
scaffold.193639	O=C1c2cccc3cccc(c23)C(=O)N1CCc1ccccc1	O=C1c2cccc3cccc(c23)C(=O)N1CCc1ccccc1	21 2 3 4 0 6 4 0 3 0 0 0 3 3 0 0 2 1 0 0 0 0 0 0 2 0 3 0 3 3 2 3	342	24988	29449	98;178	98	178
scaffold.159254	O=C(Nc1ccc2[nH]c3ccncc3c2c1)c1ccccc1	O=C(Nc1ccc2[nH]c3ccncc3c2c1)c1ccccc1	21 2 3 4 0 6 4 0 3 0 0 0 3 4 0 0 1 3 0 0 0 0 0 0 1 0 3 2 2 7 1 7	343	24989	29450	99;178	99	178
scaffold.163582	O=C(Nc1ccccc1)c1cc2ccc3cccnc3c2[nH]1	O=C(Nc1ccccc1)c1cc2ccc3cccnc3c2[nH]1	21 2 3 4 0 6 4 0 3 0 0 0 3 4 0 0 1 3 0 0 0 0 2 0 1 0 3 2 2 6 1 6	344	24990	29451	99;179	99	179
scaffold.133705	c1ccc(COc2ccc3c(c2)[nH]c2cnccc23)cc1	c1ccc(COc2ccc3c(c2)[nH]c2cnccc23)cc1	21 2 3 4 0 6 4 0 3 0 0 1 2 3 0 0 1 2 0 0 0 0 1 0 0 0 3 2 2 6 0 6	345	24991	29452	98;179	98	179
scaffold.145701	c1ccc(COc2ccc3c(c2)[nH]c2c[nH+]ccc23)cc1	c1ccc(COc2ccc3c(c2)[nH]c2c[nH+]ccc23)cc1	21 2 3 4 0 6 4 0 3 0 0 1 2 3 0 0 1 2 0 0 0 0 1 0 0 0 3 2 2 6 0 6	346	24991	29452	98;179	98	179
scaffold.125758	c1ccc(COc2ccc3nc4c[nH]ccc-4c3c2)cc1	c1ccc(COc2ccc3nc4c[nH]ccc-4c3c2)cc1	21 2 3 4 0 6 4 0 3 0 0 1 2 3 0 0 1 2 0 0 0 0 1 0 0 0 3 2 2 7 0 7	347	24993	29455	96;178	96	178
scaffold.125754	c1ccc(COc2ccc3[nH]c4cnccc4c3c2)cc1	c1ccc(COc2ccc3[nH]c4cnccc4c3c2)cc1	21 2 3 4 0 6 4 0 3 0 0 1 2 3 0 0 1 2 0 0 0 0 1 0 0 0 3 2 2 7 0 7	348	24993	29455	96;178	96	178
scaffold.165929	O=C(Nc1ccccc1)c1cc2cnc3ccccc3c2o1	O=C(Nc1ccccc1)c1cc2cnc3ccccc3c2o1	21 2 3 4 0 6 4 0 3 0 0 1 2 4 0 0 2 2 0 0 0 0 1 0 1 0 3 2 2 6 1 6	349	24995	29457	96;180	96	180
scaffold.160854	O=C(Nc1ccccc1)c1cc2cc3ccccc3nc2o1	O=C(Nc1ccccc1)c1cc2cc3ccccc3nc2o1	21 2 3 4 0 6 4 0 3 0 0 1 2 4 0 0 2 2 0 0 0 1 1 0 1 0 2 4 0 7 1 7	350	24996	29458	97;180	97	180
scaffold.212091	O=C1C(=O)c2nc(CNc3ccccc3)oc2-c2ccccc21	O=C1C(=O)c2nc(CNc3ccccc3)oc2-c2ccccc21	21 2 3 4 0 6 4 0 3 0 0 1 2 5 0 0 3 2 0 0 0 1 3 0 0 1 3 2 2 6 2 6	351	24997	29459	97;181	97	181
scaffold.160962	O=C(Oc1cc2ccnc3ccoc(c1)c23)c1ccccc1	O=C(Oc1cc2ccnc3ccoc(c1)c23)c1ccccc1	21 2 3 4 0 6 4 0 3 0 0 2 1 4 0 0 3 1 0 0 0 0 0 0 1 0 3 2 3 3 1 3	352	24998	29461	96;182	96	182
scaffold.162264	O=C(Nc1ccccc1)c1cc2cnc3ccccc3c2s1	O=C(Nc1ccccc1)c1cc2cnc3ccccc3c2s1	21 2 3 4 0 6 4 0 3 0 1 0 2 4 0 1 1 2 0 0 0 0 1 0 1 0 3 2 2 6 1 6	353	24999	29462	96;183	96	183
scaffold.181671	O=C(Nc1ccc2ccccc2n1)c1cc2ccccc2s1	O=C(Nc1ccc2ccccc2n1)c1cc2ccccc2s1	21 2 3 4 0 6 4 0 3 0 1 0 2 4 0 1 1 2 0 0 0 1 1 0 1 0 2 3 0 5 1 5	354	25000	29463	97;183	97	183
scaffold.160878	O=C(Nc1ccccc1)c1cc2cc3ccccc3nc2s1	O=C(Nc1ccccc1)c1cc2cc3ccccc3nc2s1	21 2 3 4 0 6 4 0 3 0 1 0 2 4 0 1 1 2 0 0 0 1 1 0 1 0 2 4 0 7 1 7	355	25001	29464	97;182	97	182
scaffold.154249	O=C(Nc1nc2ccccc2s1)c1ccc2ccccc2c1	O=C(Nc1nc2ccccc2s1)c1ccc2ccccc2c1	21 2 3 4 0 6 4 0 3 0 1 0 2 4 0 1 1 2 0 0 0 3 1 0 1 0 2 3 0 5 1 5	356	25002	29465	98;182	98	182
scaffold.141087	C(=N/n1c2ccccc2c2ccccc21)\c1ccccc1	C(=N/n1c2ccccc2c2ccccc21)\c1ccccc1	21 2 3 4 0 6 4 0 4 0 0 0 4 2 0 0 0 2 0 1 0 0 0 0 1 0 5 0 5 5 0 5	357	25003	29466	98;183	98	183
scaffold.127660	c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1	c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1	21 2 3 4 0 6 4 0 4 0 0 0 4 4 0 0 0 4 0 0 0 2 3 0 0 0 4 1 3 6 0 6	358	25004	29468	99;182	99	182
scaffold.164508	O=C(Nc1cc2nc3ccccc3nc2[nH]1)c1ccccc1	O=C(Nc1cc2nc3ccccc3nc2[nH]1)c1ccccc1	21 2 3 4 0 6 4 0 4 0 0 0 4 5 0 0 1 4 0 0 0 2 3 0 1 0 2 4 0 7 1 7	359	25005	29469	99;181	99	181
scaffold.166409	O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccccc1	O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccccc1	21 2 3 4 0 6 4 0 4 0 0 0 4 5 0 0 1 4 0 1 0 2 0 0 1 0 3 2 1 7 1 7	360	25006	29470	98;181	98	181
scaffold.127666	c1ccc(CNc2ncnc3c2sc2ccccc23)cc1	c1ccc(CNc2ncnc3c2sc2ccccc23)cc1	21 2 3 4 0 6 4 0 4 0 1 0 3 4 0 1 0 3 0 0 0 2 3 0 0 0 4 1 3 6 0 6	361	25007	29471	98;180	98	180
scaffold.135314	c1ccc(CSc2ncnc3c2oc2ccccc23)cc1	c1ccc(CSc2ncnc3c2oc2ccccc23)cc1	21 2 3 4 0 6 4 0 4 0 1 1 2 4 0 1 1 2 0 0 0 2 3 0 0 0 4 1 3 6 0 6	362	25008	29472	99;180	99	180
scaffold.132222	c1ccc(CCn2ccc3nc4ccccc4nc32)cc1	c1ccc(CCn2ccc3nc4ccccc4nc32)cc1	21 2 3 4 0 6 4 0 5 0 0 0 5 3 0 0 0 3 0 0 0 1 3 0 0 0 3 2 1 7 0 7	363	25009	29473	100;180	100	180
scaffold.131151	c1ccc(CCc2cnc3cnc4ccccc4n23)cc1	c1ccc(CCc2cnc3cnc4ccccc4n23)cc1	21 2 3 4 0 6 4 0 5 0 0 0 5 3 0 0 0 3 0 0 0 1 4 0 0 0 4 0 4 5 0 5	364	25010	29475	101;181	101	181
scaffold.164175	O=C(Nc1ccccc1)c1ccc2nc3ccccc3n2c1	O=C(Nc1ccccc1)c1ccc2nc3ccccc3n2c1	21 2 3 4 0 6 4 0 5 0 0 0 5 4 0 0 1 3 0 0 0 1 1 0 1 0 3 2 2 7 1 7	365	25011	29476	100;181	100	181
scaffold.162551	O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1	O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1	21 2 3 4 0 6 4 0 5 0 0 0 5 6 0 0 1 5 0 1 0 2 0 0 1 0 3 2 1 7 1 7	366	25012	29477	100;182	100	182
