scaffold_id	structure	bms	sk_struct	idx	closest_order	bucket_id	embedded_hs_coordinates	Dim_1	Dim_2
scaffold.104851	O=C1C=C(NCc2ccccc2)C(=O)c2ccccc21	O=C1C=C(NCc2ccccc2)C(=O)c2ccccc21	18 2 3 3 0 6 3 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 2 1 0 0 0 2 0	130	14978	277	6;16	6	16
scaffold.117068	O=C1C=C(/N=C\c2ccccc2)c2ccccc2C1=O	O=C1C=C(/N=C\c2ccccc2)c2ccccc2C1=O	18 2 3 3 0 6 3 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 3 1 0 0 0 2 0	131	14979	277	6;16	6	16
scaffold.131240	O=C(NC1=CC(=O)c2ccccc2C1=O)c1ccccc1	O=C(NC1=CC(=O)c2ccccc2C1=O)c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 4 0 0 3 1 0 0 0 0 0 0 2 2 1 0 0 0 3 0	132	14980	277	6;16	6	16
scaffold.59848	c1ccc(OCc2ccc3ccccc3c2)cc1	c1ccc(OCc2ccc3ccccc3c2)cc1	18 2 3 3 0 6 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 3 0 3	133	14981	277	6;16	6	16
scaffold.60358	c1ccc(COc2ccc3ccccc3c2)cc1	c1ccc(COc2ccc3ccccc3c2)cc1	18 2 3 3 0 6 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 3 0 3	134	14981	277	6;16	6	16
scaffold.62291	c1ccc(COc2cccc3ccccc23)cc1	c1ccc(COc2cccc3ccccc23)cc1	18 2 3 3 0 6 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 1 0 1	135	14983	277	6;16	6	16
scaffold.60754	c1ccc(OCc2cccc3ccccc23)cc1	c1ccc(OCc2cccc3ccccc23)cc1	18 2 3 3 0 6 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 1 0 1	136	14983	277	6;16	6	16
scaffold.78877	O=C(Oc1ccc2ccccc2c1)c1ccccc1	O=C(Oc1ccc2ccccc2c1)c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 1 1 0 3 1 3	137	14985	277	6;16	6	16
scaffold.85317	O=C(Oc1cccc2ccccc12)c1ccccc1	O=C(Oc1cccc2ccccc12)c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 2 0 1 1 1 1	138	14986	277	6;16	6	16
scaffold.117198	O=C1C=C(CSc2ccccc2)C(=O)c2ccccc21	O=C1C=C(CSc2ccccc2)C(=O)c2ccccc21	18 2 3 3 0 6 3 0 1 0 1 0 0 3 0 1 2 0 0 0 0 0 0 0 0 2 1 0 0 0 2 0	139	14987	277	6;16	6	16
scaffold.73504	C(=N/c1ccc2ncccc2c1)\c1ccccc1	C(=N/c1ccc2ncccc2c1)\c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 2 0 2	140	14988	277	6;16	6	16
scaffold.63674	C(=N/c1ccccc1)\c1ccc2ccccc2n1	C(=N/c1ccccc1)\c1ccc2ccccc2n1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 2 0 2	141	14988	277	6;16	6	16
scaffold.63779	c1ccc(CNc2ccc3ncccc3c2)cc1	c1ccc(CNc2ccc3ncccc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 3 0 3	142	14990	277	6;16	6	16
scaffold.61535	c1ccc(NCc2ccc3ncccc3c2)cc1	c1ccc(NCc2ccc3ncccc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 3 0 3	143	14990	277	6;16	6	16
scaffold.78018	c1ccc(NCc2ccc3cccnc3c2)cc1	c1ccc(NCc2ccc3cccnc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 3 0 3	144	14990	277	6;16	6	16
scaffold.70115	c1ccc(CNc2ccc3ccncc3c2)cc1	c1ccc(CNc2ccc3ccncc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 3 0 3	145	14990	277	6;16	6	16
scaffold.71034	C(=N/c1cccc2ncccc12)\c1ccccc1	C(=N/c1cccc2ncccc12)\c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 0 0 0	146	14994	277	6;16	6	16
scaffold.65390	c1ccc(NCc2cccc3ncccc23)cc1	c1ccc(NCc2cccc3ncccc23)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 1 0 1	147	14995	277	6;16	6	16
scaffold.67877	c1ccc(CNc2cccc3ncccc23)cc1	c1ccc(CNc2cccc3ncccc23)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 1 0 1	148	14995	277	6;16	6	16
scaffold.62731	c1ccc(NCc2ccnc3ccccc23)cc1	c1ccc(NCc2ccnc3ccccc23)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 1 0 1	149	14995	277	6;16	6	16
scaffold.60676	c1ccc(N=Nc2ccc3ccccc3c2)cc1	c1ccc(N=Nc2ccc3ccccc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 1 0 0 1 1 0 2 0 2	150	14998	277	6;16	6	16
scaffold.61006	c1ccc(CNc2cnc3ccccc3c2)cc1	c1ccc(CNc2cnc3ccccc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 1 1 0 3 0 3	151	14999	277	6;16	6	16
scaffold.61290	c1ccc(CNc2cccc3cccnc23)cc1	c1ccc(CNc2cccc3cccnc23)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 2 0 1 1 0 1	152	15000	277	6;16	6	16
scaffold.65095	C(=C/c1cnc2ccccc2n1)\c1ccccc1	C(=C/c1cnc2ccccc2n1)\c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 2 0 0 0 1 1 0 2 0 2	153	15001	277	6;16	6	16
scaffold.60652	C(=C/c1ncc2ccccc2n1)\c1ccccc1	C(=C/c1ncc2ccccc2n1)\c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 1 1 0 2 0 2	154	15002	277	6;16	6	16
scaffold.63175	c1ccc(CNc2ccc3ccccc3n2)cc1	c1ccc(CNc2ccc3ccccc3n2)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 1 1 0 3 0 3	155	15003	277	6;16	6	16
scaffold.62287	c1ccc(CCc2cccc3ncncc23)cc1	c1ccc(CCc2cccc3ncncc23)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 1 0 1	156	15004	277	6;16	6	16
scaffold.62346	c1ccc(NCc2cccc3ccccc23)nc1	c1ccc(NCc2cccc3ccccc23)nc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 1 0 1	157	15004	277	6;16	6	16
scaffold.64488	c1ccc2c(CCc3ccncn3)cccc2c1	c1ccc2c(CCc3ccncn3)cccc2c1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 1 0 1	158	15004	277	6;16	6	16
scaffold.61731	c1ccc(CNc2nccc3ccccc23)cc1	c1ccc(CNc2nccc3ccccc23)cc1	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 1 0 1	159	15004	277	6;16	6	16
scaffold.90794	N=C(Cc1ccccc1)c1cnc2ccccc2n1	N=C(Cc1ccccc1)c1cnc2ccccc2n1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 0 3 0 0 0 0 2 0 0 0 1 1 0 3 1 3	160	15008	277	6;16	6	16
scaffold.82578	O=C(Nc1ccccc1)c1ccc2cccnc2c1	O=C(Nc1ccccc1)c1ccc2cccnc2c1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 1 1 0 3 1 3	161	15009	277	6;16	6	16
scaffold.78868	O=C(Nc1ccccc1)c1cnc2ccccc2c1	O=C(Nc1ccccc1)c1cnc2ccccc2c1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 1 1 0 3 1 3	162	15009	277	6;16	6	16
scaffold.80409	O=C(Nc1ccc2ncccc2c1)c1ccccc1	O=C(Nc1ccc2ncccc2c1)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 1 1 0 3 1 3	163	15009	277	6;16	6	16
scaffold.79837	O=C(Nc1ccccc1)c1cccc2cccnc12	O=C(Nc1ccccc1)c1cccc2cccnc12	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 1 1 1	164	15012	277	6;16	6	16
scaffold.81737	O=C(Nc1ccnc2ccccc12)c1ccccc1	O=C(Nc1ccnc2ccccc12)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 1 1 1	165	15012	277	6;16	6	16
scaffold.79578	O=C(Nc1ccccc1)c1ccnc2ccccc12	O=C(Nc1ccccc1)c1ccnc2ccccc12	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 1 1 1	166	15012	277	6;16	6	16
scaffold.81258	O=C(Nc1cccc2ncccc12)c1ccccc1	O=C(Nc1cccc2ncccc12)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 1 1 1	167	15012	277	6;16	6	16
scaffold.80295	O=C(Nc1ccccc1)c1ccc2ccccc2n1	O=C(Nc1ccccc1)c1ccc2ccccc2n1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 1 1 0 3 1 3	168	15016	277	6;16	6	16
scaffold.83236	O=C(Nc1cnc2ccccc2c1)c1ccccc1	O=C(Nc1cnc2ccccc2c1)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 1 1 0 3 1 3	169	15016	277	6;16	6	16
scaffold.79653	O=C(Nc1ccccc1)c1cc2ccccc2cn1	O=C(Nc1ccccc1)c1cc2ccccc2cn1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 1 1 0 3 1 3	170	15016	277	6;16	6	16
scaffold.85413	O=C(Nc1cccc2cccnc12)c1ccccc1	O=C(Nc1cccc2cccnc12)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 2 0 1 1 1 1	171	15019	277	6;16	6	16
scaffold.79925	O=C(Nc1ccccn1)c1ccc2ccccc2c1	O=C(Nc1ccccn1)c1ccc2ccccc2c1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 1 0 0 1 0 1 1 0 3 1 3	172	15020	277	6;16	6	16
scaffold.80298	O=C(Nc1ccc2ccccc2n1)c1ccccc1	O=C(Nc1ccc2ccccc2n1)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 1 0 0 1 0 1 1 0 3 1 3	173	15020	277	6;16	6	16
scaffold.82426	O=C(Nc1ccccn1)c1cccc2ccccc12	O=C(Nc1ccccn1)c1cccc2ccccc12	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 1 0 0 1 0 2 0 1 1 1 1	174	15022	277	6;16	6	16
scaffold.94734	O=C1/C(=N\Nc2ccccc2)C=Cc2ccccc21	O=C1/C(=N\Nc2ccccc2)C=Cc2ccccc21	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 1 0 0 0 0 1 2 1 0 0 0 2 0	175	15023	277	6;16	6	16
scaffold.102134	O=C1Nc2ccccc2C(=O)/C1=C/Nc1ccccc1	O=C1Nc2ccccc2C(=O)/C1=C/Nc1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 2 2 1 0 0 0 3 0	176	15024	277	6;16	6	16
scaffold.103930	O=C1NC(=O)c2ccccc2/C1=C/Nc1ccccc1	O=C1NC(=O)c2ccccc2/C1=C/Nc1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 3 1 1 0 0 0 3 0	177	15025	277	6;16	6	16
scaffold.114145	O=C1Nc2ccccc2N/C1=C/C(=O)c1ccccc1	O=C1Nc2ccccc2N/C1=C/C(=O)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 2 0 2 2 1 0 0 0 3 0	178	15026	277	6;16	6	16
scaffold.157204	O=C1NC(=O)c2ccc(NC(=O)c3ccccc3)cc2C1=O	O=C1NC(=O)c2ccc(NC(=O)c3ccccc3)cc2C1=O	18 2 3 3 0 6 3 0 2 0 0 0 2 6 0 0 4 2 0 0 0 0 0 0 3 1 1 1 0 3 4 3	179	15027	277	6;16	6	16
scaffold.157206	O=C1NC(=O)c2cccc(NC(=O)c3ccccc3)c2C1=O	O=C1NC(=O)c2cccc(NC(=O)c3ccccc3)c2C1=O	18 2 3 3 0 6 3 0 2 0 0 0 2 6 0 0 4 2 0 0 0 0 0 0 3 1 2 0 1 1 4 1	180	15028	277	6;16	6	16
scaffold.78016	c1ccc(OCc2ccc3cccnc3c2)cc1	c1ccc(OCc2ccc3cccnc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3	181	15029	277	6;16	6	16
scaffold.61144	c1ccc(COc2ccc3ncccc3c2)cc1	c1ccc(COc2ccc3ncccc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3	182	15029	277	6;16	6	16
scaffold.60166	c1ccc(COc2ccc3cccnc3c2)cc1	c1ccc(COc2ccc3cccnc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3	183	15029	277	6;16	6	16
scaffold.61825	c1ccc(COc2ccc3ccncc3c2)cc1	c1ccc(COc2ccc3ccncc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3	184	15029	277	6;16	6	16
scaffold.64545	c1ccc(COc2ccnc3ccccc23)cc1	c1ccc(COc2ccnc3ccccc23)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1	185	15033	278	7;16	7	16
scaffold.60812	c1ccc(COc2cccc3cnccc23)cc1	c1ccc(COc2cccc3cnccc23)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1	186	15033	278	7;16	7	16
scaffold.60730	c1ccc(OCc2ccnc3ccccc23)cc1	c1ccc(OCc2ccnc3ccccc23)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1	187	15033	278	7;16	7	16
scaffold.61010	c1ccc(COc2cnc3ccccc3c2)cc1	c1ccc(COc2cnc3ccccc3c2)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 3 0 3	188	15036	278	7;16	7	16
scaffold.61854	c1ccc(COc2cccc3cccnc23)cc1	c1ccc(COc2cccc3cccnc23)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 2 0 1 1 0 1	189	15037	278	7;16	7	16
scaffold.62873	c1ccc(COc2ccc3ccccc3n2)cc1	c1ccc(COc2ccc3ccccc3n2)cc1	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 3 0 3	190	15038	278	7;16	7	16
scaffold.84640	O=C(Oc1ccnc2ccccc12)c1ccccc1	O=C(Oc1ccnc2ccccc12)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 2 0 1 1 1 1	191	15039	278	7;16	7	16
scaffold.81618	O=C(Oc1cccc2cccnc12)c1ccccc1	O=C(Oc1cccc2cccnc12)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 1 0 1 0 2 0 1 1 1 1	192	15040	278	7;16	7	16
scaffold.106168	O=C1Oc2ccccc2N/C1=C\C(=O)c1ccccc1	O=C1Oc2ccccc2N/C1=C\C(=O)c1ccccc1	18 2 3 3 0 6 3 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 2 0 2 2 1 0 0 0 3 0	193	15041	278	7;16	7	16
scaffold.59999	c1ccc(SCc2ccc3ccccc3n2)cc1	c1ccc(SCc2ccc3ccccc3n2)cc1	18 2 3 3 0 6 3 0 2 0 1 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 3 0 3	194	15042	278	7;16	7	16
scaffold.67128	c1ccc(CSc2ccc3ccccc3n2)cc1	c1ccc(CSc2ccc3ccccc3n2)cc1	18 2 3 3 0 6 3 0 2 0 1 0 1 2 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 3 0 3	195	15043	278	7;16	7	16
scaffold.70783	c1ccc(CSc2nccc3ccccc23)cc1	c1ccc(CSc2nccc3ccccc23)cc1	18 2 3 3 0 6 3 0 2 0 1 0 1 2 0 1 0 1 0 0 0 1 0 0 0 0 2 0 1 1 0 1	196	15044	278	7;16	7	16
scaffold.70260	C(=C/c1ccc(-c2cccs2)s1)\c1ccccc1	C(=C/c1ccc(-c2cccs2)s1)\c1ccccc1	18 2 3 3 0 6 3 0 2 0 2 0 0 2 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 2 0 2	197	15045	278	7;16	7	16
scaffold.70143	c1ccc(CC[n+]2ccc3ccccc3c2)cc1	c1ccc(CC[n+]2ccc3ccccc3c2)cc1	18 2 3 3 0 6 3 0 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3	198	15046	278	7;16	7	16
scaffold.86650	O=C(C[n+]1ccc2ccccc2c1)c1ccccc1	O=C(C[n+]1ccc2ccccc2c1)c1ccccc1	18 2 3 3 0 6 3 0 3 0 0 0 3 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 1 3	199	15047	278	7;16	7	16
scaffold.81952	O=C(C[n+]1cccc2ccccc21)c1ccccc1	O=C(C[n+]1cccc2ccccc21)c1ccccc1	18 2 3 3 0 6 3 0 3 0 0 0 3 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 1 1 1	200	15048	278	7;16	7	16
scaffold.65494	c1cncc(CNc2ccnc3ccccc23)c1	c1cncc(CNc2ccnc3ccccc23)c1	18 2 3 3 0 6 3 0 3 0 0 0 3 3 0 0 0 3 0 0 0 0 0 0 0 0 2 0 1 1 0 1	201	15049	278	7;16	7	16
scaffold.61146	c1ccc(N=Nc2ccc3ncccc3c2)cc1	c1ccc(N=Nc2ccc3ncccc3c2)cc1	18 2 3 3 0 6 3 0 3 0 0 0 3 3 0 0 0 3 0 0 0 0 0 1 0 0 1 1 0 2 0 2	202	15050	278	7;16	7	16
scaffold.87542	O=C(CSc1nnc2ncccn12)Nc1nncs1	O=C(CSc1nnc2ncccn12)Nc1nncs1	18 4 5 3 0 6 3 0 11 0 2 0 9 10 0 2 1 7 0 2 0 10 1 0 1 0 2 0 1 1 1 1	203	15950	294	7;20	7	20
scaffold.112278	O=S(=O)(NCCc1cn2ccccc2n1)c1cccs1	O=S(=O)(NCCc1cn2ccccc2n1)c1cccs1	18 4 5 3 0 6 3 0 12 0 7 0 5 7 0 2 2 3 0 1 0 2 1 2 2 0 1 2 0 2 2 2	204	15951	294	7;20	7	20
scaffold.110934	O=S(=O)(NCCc1cn2ccsc2n1)c1ccccc1	O=S(=O)(NCCc1cn2ccsc2n1)c1ccccc1	18 4 5 3 0 6 3 0 12 0 7 0 5 7 0 2 2 3 0 1 0 3 2 2 2 0 1 2 0 2 2 2	205	15952	294	7;20	7	20
scaffold.95547	O=C(NC[C@H]1CC2CCN1CC2)Nc1ccccc1	O=C(NC[C@H]1CC2CCN1CC2)Nc1ccccc1	18 4 5 4 0 6 1 0 5 0 0 0 5 4 0 0 1 3 0 0 0 1 1 0 2 0 1 1 0 3 1 3	206	15953	294	7;20	7	20
scaffold.101307	O=C(NC(=O)c1ccccc1)NC1CN2CCC1CC2	O=C(NC(=O)c1ccccc1)NC1CN2CCC1CC2	18 4 5 4 0 6 1 0 5 0 0 0 5 5 0 0 2 3 0 0 0 1 1 0 3 0 1 1 0 3 2 3	207	15954	294	7;20	7	20
scaffold.84460	O=C(COc1ccccc1)OC1CN2CCC1CC2	O=C(COc1ccccc1)OC1CN2CCC1CC2	18 4 5 4 0 6 1 0 5 0 0 2 3 4 0 0 3 1 0 0 0 0 2 0 1 0 1 1 0 3 1 3	208	15955	295	7;21	7	21
scaffold.62313	C(=C/c1ncco1)\C[C@H]1CC[C@@H](C[C@H]2CO2)CO1	C(=C/c1ncco1)\C[C@H]1CC[C@@H](C[C@H]2CO2)CO1	18 4 6 3 0 6 1 0 4 0 0 3 1 4 0 0 3 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2	209	15956	295	7;21	7	21
scaffold.169097	O=C(NS(=O)(=O)C1CC1)C1CCN(C(=O)c2ccccc2)C1	O=C(NS(=O)(=O)C1CC1)C1CCN(C(=O)c2ccccc2)C1	18 4 6 3 0 6 1 0 10 0 6 0 4 7 0 1 4 2 0 1 0 0 0 2 4 0 0 1 0 1 4 1	210	15957	295	7;21	7	21
scaffold.147341	O=C(NCC1CC1)C1CSCN1S(=O)(=O)c1ccccc1	O=C(NCC1CC1)C1CSCN1S(=O)(=O)c1ccccc1	18 4 6 3 0 6 1 0 11 0 7 0 4 7 0 2 3 2 0 1 0 1 2 2 3 0 1 0 0 1 3 1	211	15958	295	7;21	7	21
scaffold.62147	c1ccc(Nc2ncc(CNCC3CC3)s2)cc1	c1ccc(Nc2ncc(CNCC3CC3)s2)cc1	18 4 6 3 0 6 2 0 4 0 1 0 3 4 0 1 0 3 0 0 0 3 2 0 0 0 0 2 0 1 0 1	212	15959	295	7;21	7	21
scaffold.103049	O=C(Nc1ccccc1)c1cnc(NC(=O)C2CC2)s1	O=C(Nc1ccccc1)c1cnc(NC(=O)C2CC2)s1	18 4 6 3 0 6 2 0 4 0 1 0 3 6 0 1 2 3 0 0 0 3 2 0 2 0 0 1 0 3 2 3	213	15960	295	7;21	7	21
scaffold.67311	C(#CCN1CCCCCC1)COc1ccccc1	C(#CCN1CCCCCC1)COc1ccccc1	18 5 5 2 0 7 1 0 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	214	15961	295	7;21	7	21
scaffold.61349	C(#Cc1ccccc1)CO/N=C1\CN2CCC1C2	C(#Cc1ccccc1)CO/N=C1\CN2CCC1C2	18 5 5 3 0 6 1 0 5 0 0 1 4 3 0 0 1 2 0 1 0 0 0 0 1 0 0 1 0 2 1 2	215	15962	295	7;21	7	21
scaffold.102975	O=C(CNC(=O)c1ccccc1)NC1CCCCCC1	O=C(CNC(=O)c1ccccc1)NC1CCCCCC1	18 5 6 2 0 7 1 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 1 0 2 0 0 0 0 0 2 0	216	15963	295	7;21	7	21
scaffold.111504	O=C(COC(=O)c1ccccc1)NC1CCCCCC1	O=C(COC(=O)c1ccccc1)NC1CCCCCC1	18 5 6 2 0 7 1 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 0 0 0 0 2 0	217	15964	295	7;21	7	21
scaffold.107219	O=C(COC(=O)c1cccnc1)NC1CCCCCC1	O=C(COC(=O)c1cccnc1)NC1CCCCCC1	18 5 6 2 0 7 1 0 3 0 0 1 2 5 0 0 3 2 0 0 0 0 1 0 2 0 0 0 0 0 2 0	218	15965	295	7;21	7	21
scaffold.104864	O=C(N/N=C/c1ccccc1)C(=O)N1CCCCCC1	O=C(N/N=C/c1ccccc1)C(=O)N1CCCCCC1	18 5 6 2 0 7 1 0 5 0 0 0 5 5 0 0 2 3 0 1 0 0 1 0 3 1 0 0 0 0 2 0	219	15966	295	7;21	7	21
scaffold.134824	O=C(CNS(=O)(=O)c1ccccc1)NC1CCCCCC1	O=C(CNS(=O)(=O)c1ccccc1)NC1CCCCCC1	18 5 6 2 0 7 1 0 8 0 6 0 2 6 0 1 3 2 0 1 0 0 1 2 3 0 0 0 0 0 3 0	220	15967	295	7;21	7	21
scaffold.92174	S=C(N/N=C/c1ccccc1)NC1CC2CCC1C2	S=C(N/N=C/c1ccccc1)NC1CC2CCC1C2	18 5 6 3 0 6 1 0 3 0 0 0 3 4 0 1 0 3 0 1 0 1 0 0 3 0 1 2 0 3 1 3	221	15968	295	7;21	7	21
scaffold.101000	O=C(N/C=C/c1ccccc1)NC1C(=O)N2CCSC12	O=C(N/C=C/c1ccccc1)NC1C(=O)N2CCSC12	18 5 6 3 0 6 1 0 6 0 1 0 5 6 0 1 2 3 0 0 0 2 4 0 4 0 2 0 1 1 2 1	222	15969	295	7;21	7	21
scaffold.109634	O=C(COC(=O)C1CC2C=CC1C2)Nc1ccccc1	O=C(COC(=O)C1CC2C=CC1C2)Nc1ccccc1	18 5 6 3 0 6 1 1 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 1 2 0 2 2 2	223	15970	295	7;21	7	21
scaffold.169220	O=C(NS(=O)(=O)c1ccccc1)C1CCN1C(=O)CC1CC1	O=C(NS(=O)(=O)c1ccccc1)C1CCN1C(=O)CC1CC1	18 5 7 3 0 6 1 0 10 0 6 0 4 7 0 1 4 2 0 1 0 0 1 2 4 0 1 0 0 2 4 2	224	15971	295	7;21	7	21
scaffold.64660	C(#Cc1ccccc1)/C=C\C#Cc1ccccc1	C(#Cc1ccccc1)/C=C\C#Cc1ccccc1	18 6 5 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	225	15972	295	7;21	7	21
