ID	Structure	bms	sk_struct	idx	closest_order	bucket_id	embedded_hs_coordinates	Dim_1	Dim_2
NCGC00488574-01	CN1C=NC2C1C(=O)N(C)C(=O)N2C	O=C1NC(=O)C2NC=NC2N1	9 0 0 2 0 6 0 1 4 0 0 0 4 6 0 0 2 4 0 0 0 2 3 0 4 0 1 0 0 0 2 0	1	486	10	3;2	3	2
NCGC00488516-01	C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)C3CC4C(O)C[C@]3(CC4=C)C=CC1=O	C=C1C[C@@]23C=CC(=O)C(CCC(=O)Nc4ccccc4)C2CC1CC3	22 4 5 5 1 6 1 1 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 1 2 1 1 4 3 4	2	29689	547	21;21	21	21
NCGC00488517-01	C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)C3CC4CC(O)[C@]3(CC4=C)C=CC1=O	C=C1C[C@@]23C=CC(=O)C(CCC(=O)Nc4ccccc4)C2CC1CC3	22 4 5 5 1 6 1 1 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 1 2 1 1 4 3 4	3	29689	547	21;21	21	21
NCGC00488521-01	CC(CCC1CCC(C)(C2CCC(=C)C[C@]12C)C(O)=O)=CC(=O)NC(CCC(N)=O)C(O)=O	C=C1CCC2CCCCC2C1	10 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0	4	844	17	0;4	0	4
NCGC00488622-01	C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2OC3OC(CO)C(O)C(O)C3O)C(O)=O)C4CC5CC[C@]4(CC5=C)C=CC1=O	C=C1C[C@@]23C=CC(=O)C(CCC(=O)Nc4ccccc4OC4CCCCO4)C2CC1CC3	29 5 7 6 1 6 1 1 3 0 0 2 1 5 0 0 4 1 0 0 0 1 1 0 1 1 3 2 1 5 3 5	5	48464	893	23;9	23	9
NCGC00488518-01	C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)C3CC4CC[C@@]3(C=CC1=O)C(O)C4=C	C=C1C[C@@]23C=CC(=O)C(CCC(=O)Nc4ccccc4)C2CC1CC3	22 4 5 5 1 6 1 1 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 1 2 1 1 4 3 4	6	29689	547	21;21	21	21
NCGC00488800-01	COC(=O)[C@@]12OC3=CC=CC(=C3C(=O)C1=C(O)CC(C)C2O)O	O=C1C2=CCCCC2Oc2ccccc21	14 0 0 3 0 6 1 2 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 1 1 1 0 2 1 2	7	4165	78	10;1	10	1
NCGC00488740-01	CC(CCC[C@@]1(C)C2C3CC4C(O)[C@]2(C[C@]4(C)O3)C=CC1=O)C(O)=O	O=C1C=C[C@]23CC4CC(OC4C2)C3C1	13 0 0 5 1 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 1 3 4 1 8 1 8	8	3086	58	4;1	4	1
NCGC00488616-01	COC1=CC(=CC=C1O)C=C2C(C(N(C2=O)C3=C(C=C(O)C=C3)C(O)=O)C4=CC(=C(O)C=C4)OC)C(=O)NC5=C(C=C(O)C=C5)C(O)=O	O=C(Nc1ccccc1)C1C(=Cc2ccccc2)C(=O)N(c2ccccc2)C1c1ccccc1	32 3 5 5 0 6 4 0 4 0 0 0 4 4 0 0 2 2 0 0 0 0 0 0 2 1 4 0 4 4 3 4	9	51386	946	21;0	21	0
NCGC00381082-02	C\C=C\C=C\C(CC(O)=O)NC1=CC=C(C=O)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	10	135	3	1;1	1	1
NCGC00488559-01	CC(C)C1CCC(C(O)=O)[C@]12CC=C(C)C(O)C2	C1=CCC2(CC1)CCCC2	10 0 0 2 1 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	11	1111	21	0;6	0	6
NCGC00488803-01	C[C@]12C[C@]34CC1CC(O2)C3[C@](C)(CCC(=O)NC5=C(O)C(=CC=C5O)C(O)=O)C(=O)C=C4	O=C(CCC1C(=O)C=C[C@]23CC4CC(OC4C2)C13)Nc1ccccc1	23 4 5 6 1 6 1 1 2 0 0 1 1 4 0 0 3 1 0 0 0 0 0 0 1 1 4 4 3 8 2 8	12	33574	619	23;31	23	31
NCGC00488741-01	CC(CCC[C@@]1(C)C2C3CC4C[C@]2(C[C@]4(C)O3)C=CC1=O)C(=O)NC(CO)C(O)=O	O=C1C=C[C@]23CC4CC(OC4C2)C3C1	13 0 0 5 1 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 1 3 4 1 8 1 8	13	3086	58	4;1	4	1
NCGC00488547-01	CC=CC1C2C(=CC(=O)[C@@]1(C(O)=O)C3=C(C)C(=C(C)C(=C3C2=O)O)O)C	O=C1c2ccccc2C2CC1C=CC2=O	13 0 0 3 0 6 1 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 2 1 1 2 2 2	14	2749	52	6;3	6	3
NCGC00488814-01	OC(=O)[C@@]12COC3(O)C4CCN(CCC13)C4C5=C2[NH]C6=CC=CC=C56	c1ccc2c3c([nH]c2c1)C1COC2C1CCN1CCC2C31	21 0 0 6 0 7 2 1 5 0 0 1 4 3 0 0 1 2 0 0 0 0 0 0 0 0 10 1 12 20 0 20	15	24185	446	14;25	14	25
NCGC00488613-01	OC(=O)[C@@]12CO[C@@]3(O)C4CC[N@](CCC13)C4C5=C2[NH]C6=C5C=CC=C6	c1ccc2c3c([nH]c2c1)C1COC2C1CCN1CCC2C31	21 0 0 6 0 7 2 1 5 0 0 1 4 3 0 0 1 2 0 0 0 0 0 0 0 0 10 1 12 20 0 20	16	24185	446	14;25	14	25
NCGC00488515-01	C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)C3CC4CC[C@]3(CC4=C)C=CC1=O	C=C1C[C@@]23C=CC(=O)C(CCC(=O)Nc4ccccc4)C2CC1CC3	22 4 5 5 1 6 1 1 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 1 2 1 1 4 3 4	17	29689	547	21;21	21	21
NCGC00488623-01	CC(CCC[C@@]1(C)C2CC3CC[C@@]2(CC3=C)C=CC1=O)C(=O)NC(CO)C(O)=O	C=C1C[C@]23C=CC(=O)CC2CC1CC3	12 0 0 4 1 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 3 2 3	18	2068	39	5;7	5	7
NCGC00488805-01	COC(C=CCCC=CC(O)=O)C(O)C(C)C(O)C(C)=CC(C)C(=O)CCCC1CC(=O)NC(=O)C1	O=C1CCCC(=O)N1	6 0 0 1 0 6 0 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0	19	149	4	1;0	1	0
NCGC00488648-01	CC(C=C(C)C(O)C(C)C(O)CC=CCCC=CC(O)=O)C(=O)CCCC1CC(=O)NC(=O)C1	O=C1CCCC(=O)N1	6 0 0 1 0 6 0 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0	20	149	4	1;0	1	0
NCGC00488794-01	COC(C=CCCC=CC(O)=O)C(O)C(C)C=C(C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	O=C1CCCC(=O)N1	6 0 0 1 0 6 0 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0	21	149	4	1;0	1	0
NCGC00488795-01	COC(C=CCCC=CC(O)=O)C(O)C(C)C=C(C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	O=C1CCCC(=O)N1	6 0 0 1 0 6 0 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0	22	149	4	1;0	1	0
NCGC00488649-01	CC1NC(=O)C[C@](S)(CCC(=CCC(=O)C=CC=CC2=CSC1=N2)C)C(C)C(O)=O	O=C1C=CC=Cc2csc(n2)CNC(=O)CCCCC=CC1	20 0 0 2 0 18 1 5 3 0 1 0 2 5 0 1 2 2 0 0 0 1 3 0 1 2 0 1 0 1 2 1	23	23609	435	14;26	14	26
NCGC00488625-01	C[C@@]1(O)C[C@]23CC1CCC2[C@]4(C)CCC[C@](C)(C4CC3O)C(O)=O	C1CCC2C(C1)CC[C@]13CCC(CCC21)C3	16 0 0 4 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 5 0 5	24	8366	155	15;11	15	11
NCGC00488696-01	C1CCN2CC3CC(C=C4CCCNC34)C2C1	C1=C2CCCNC2C2CC1C1CCCCN1C2	17 0 0 4 0 6 0 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 0 0 0 0 3 2 1 4 0 4	25	10744	199	4;14	4	14
NCGC00488459-01	CCN1C[C@]2(C)CCC(O)[C@@]34C2CC(C13)C56CCC(CC45)[C@](O)(CO)C6O	C1CC2CNC3C4CC2[C@@]3(C1)C1CC2CCC41CC2	19 0 0 7 2 6 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 7 2 8 18 0 18	26	16979	313	1;21	1	21
NCGC00488543-01	CC1C=CC2CCCCC2C1C(=O)C3CC4=C(CCN4C3=O)C(O)=O	O=C(C1CC2=CCCN2C1=O)C1CC=CC2CCCCC21	19 1 2 4 0 6 0 2 3 0 0 0 3 3 0 0 2 1 0 0 0 0 0 0 2 0 2 0 1 2 2 2	27	17000	314	1;20	1	20
NCGC00488524-01	C[C@]12C[C@]34CC1CC(O2)C3[C@]5(C)CCC[C@](C)(C5CC4O)C(O)=O	C1CCC2C(C1)CC[C@]13CC4CC(OC4C1)C23	17 0 0 6 1 6 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 4 4 11 0 11	28	11109	205	6;12	6	12
NCGC00488661-01	CCCCCCCCCC1CC2CCC3C(C(C)NC(=N1)N23)C(=O)OCCCCNC(N)=N	C1CC2CCC3CCNC(=N1)N23	12 0 0 3 0 6 0 1 5 0 0 0 5 3 0 0 0 3 0 0 0 1 0 0 2 0 2 0 1 1 0 1	29	1936	37	4;6	4	6
NCGC00488617-01	CCCCC1CCC2CCCC(CCCO)N12	C1CCN2CCCC2C1	9 0 0 2 0 6 0 0 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	30	475	10	3;2	3	2
NCGC00488664-01	CCCCC(C)C=C1CN2CCCC2[C@@](C)(O)C1O	C=C1CCC2CCCN2C1	9 0 0 2 0 6 0 0 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0	31	479	10	3;2	3	2
NCGC00488492-01	COC(C(C)O)C(C)C1O[C@]1(C)CC(C)C=CC=C(C)C2OC(CCC2C)CC(O)=O	C(C=CC1CCCCO1)=CCCC1CO1	15 6 7 2 0 6 0 0 2 0 0 2 0 2 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0	32	7669	142	10;9	10	9
NCGC00488799-01	OC1CC2N3CC(C2=CC1O)C4=C(C3)C=C5OCOC5=C4	C1=C2C3CN(Cc4cc5c(cc43)OCO5)C2CCC1	19 0 0 5 0 6 1 3 5 0 0 2 3 3 0 0 2 1 0 0 0 1 1 0 0 0 4 4 1 11 0 11	33	16926	312	2;21	2	21
NCGC00488793-01	C1CCN2CCC3CC(CC=C4CCCNC34)C2C1	C1=C2CCCNC2C2CCN3CCCCC3C(C1)C2	19 0 0 4 0 7 0 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 0 0 0 0 3 1 1 3 0 3	34	16540	305	3;23	3	23
NCGC00488519-01	CC(CCC[C@@]1(C)C2CC3CC[C@]2(CC3=C)C=CC1=O)C(O)=O	C=C1C[C@@]23C=CC(=O)CC2CC1CC3	12 0 0 4 1 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 3 2 3	35	2068	39	5;7	5	7
NCGC00488804-01	COC1C2O[C@]3(O)C(CC2OC1[N]4C=NC5=C4N=CN=C5N)OC(C(O)C3OC(=O)C(CO)=CC)C(=O)OC	c1ncc2ncn(C3CC4OC5CCCOC5CC4O3)c2n1	22 0 0 5 0 6 2 0 9 0 0 3 6 7 0 0 3 4 0 0 0 4 5 0 0 0 5 4 2 10 0 10	36	27801	512	15;16	15	16
NCGC00488646-01	CC(CCC=CCCC=CC(O)=O)C=C(C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	O=C1CCCC(=O)N1	6 0 0 1 0 6 0 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0	37	149	4	1;0	1	0
NCGC00488647-01	CC(CCC=CCCC=CC(O)=O)C=C(C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	O=C1CCCC(=O)N1	6 0 0 1 0 6 0 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0	38	149	4	1;0	1	0
NCGC00488689-01	CCCC1CCC2C(C)CCCC2N1	C1CCC2NCCCC2C1	10 0 0 2 0 6 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	39	854	17	0;4	0	4
NCGC00488694-01	CN1C(=O)C(=O)N2C3NC4=CC=CC=C4[C@]3(C=C2C1=O)C5=C[NH]C6=CC=CC=C56	O=C1NC(=O)C2=C[C@]3(c4c[nH]c5ccccc45)c4ccccc4NC3N2C1=O	25 0 0 6 0 6 4 2 6 0 0 0 6 7 0 0 3 4 0 0 0 1 2 0 4 2 7 1 7 11 3 11	40	38126	702	30;25	30	25
NCGC00488650-01	CCCC1=CC2=CSC(=N2)C(C)NC(=O)C[C@]3(CCC(=C)C(CC(=C)C=C1)S3)CC(O)=O	C=C1C=CC=Cc2csc(n2)CNC(=O)CC2CCC(=C)C(C1)S2	21 0 0 3 0 16 1 4 4 0 2 0 2 5 0 2 1 2 0 0 0 1 3 0 1 2 0 2 0 1 3 1	41	23612	435	14;26	14	26
NCGC00355489-02	CC1CC(OC1=O)C2CC[C@]34OC(CC[C@@]35CC(C)C(=O)O5)CN24	O=C1CCC(C2CC[C@]34OC(CC[C@@]35CCC(=O)O5)CN24)O1	20 0 0 5 2 6 0 0 6 0 0 3 3 6 0 0 5 1 0 0 0 1 4 0 2 0 4 2 3 8 2 8	42	20425	377	5;25	5	25
NCGC00488538-01	CCCCCC1=C2C(=O)NC(=O)C2=C(OC1C)C3C4C(C)CC(CC4CC3(O)C(=O)\C=C\C)C(O)=O	O=C1NC(=O)C2=C(C3CCC4CCCCC43)OCC=C12	18 0 0 4 0 6 1 2 2 0 0 1 1 4 0 0 3 1 0 0 0 0 0 0 3 3 2 0 1 1 2 1	43	13839	256	0;15	0	15
NCGC00488801-01	COC1C(C)OC(OCC23CC4C(C)CCC4C5(CC2C=C(C(C)C)C35C(O)=O)C=O)C(O)C1O	C1=CC2C3CC1C2(COC1CCCCO1)CC1CCCC13	21 2 3 5 0 6 0 1 2 0 0 2 0 2 0 0 2 0 0 0 0 1 0 0 0 0 5 2 4 10 0 10	44	25080	462	13;22	13	22
NCGC00489075-01	O=C1CC2OCC=C3CN4CC[C@@]56C4CC3C2C5N1C7=C6C=CC=C7	O=C1CC2OCC=C3CN4CC[C@]56c7ccccc7N1C5C2C3CC46	24 0 0 7 1 7 1 2 7 0 0 1 6 4 0 0 2 2 0 0 0 0 0 0 1 0 10 1 13 22 1 22	45	35109	647	27;25	27	25
NCGC00488536-01	CCCCCC(C=C)C1C(C(=O)NC1=O)C(=O)C2C3C(C)CC(CC3CC2(O)C(=O)\C=C\C)C(O)=O	O=C1CC(C(=O)C2CCC3CCCCC32)C(=O)N1	15 1 2 3 0 6 0 0 1 0 0 0 1 4 0 0 3 1 0 0 0 0 0 0 2 0 2 0 1 2 3 2	46	6546	121	9;5	9	5
NCGC00489127-01	CC(C)(C=C)[C@@]12CC3N(C1NC4=CC=CC=C24)C(=O)C(NC3=O)=CC5=CN=C[NH]5	O=C1NC(=Cc2cnc[nH]2)C(=O)N2C1CC1c3ccccc3NC12	22 1 2 5 0 6 2 1 7 0 0 0 7 7 0 0 2 5 0 0 0 2 3 0 3 1 5 2 4 9 3 9	47	28648	528	19;16	19	16
NCGC00180375-05	CC(C)(C=C)[C@@]12CC3N(C1NC4=C2C=CC=C4)C(=O)C(NC3=O)=CC5=CN=C[NH]5	O=C1NC(=Cc2cnc[nH]2)C(=O)N2C1CC1c3ccccc3NC12	22 1 2 5 0 6 2 1 7 0 0 0 7 7 0 0 2 5 0 0 0 2 3 0 3 1 5 2 4 9 3 9	48	28648	528	19;16	19	16
NCGC00488656-01	OC1CC2N3CC[C@]2(C=C1)C4=CC5=C(OCO5)C=C4C3	C1=C[C@@]23CCN(Cc4cc5c(cc42)OCO5)C3CC1	19 0 0 5 0 6 1 3 5 0 0 2 3 3 0 0 2 1 0 0 0 1 1 0 0 0 5 3 3 10 0 10	49	16926	312	2;21	2	21
NCGC00488460-01	CCC1CN2CC[C@@]3(O)C(=NC4=CC=CC(=C34)OC)C2CC1\C(=C/OC)C(=O)OC	c1ccc2c(c1)N=C1C2CCN2CCCCC12	17 0 0 4 0 6 1 2 4 0 0 0 4 2 0 0 0 2 0 0 0 0 0 0 0 0 3 0 1 3 0 3	50	10744	199	4;14	4	14
NCGC00488750-01	CC1CC2C[C@]3(CCCCN3C)C4CC2C(C1)N(C)C4	C1CC[C@]2(CC3CCCC4NCC2CC34)NC1	17 0 0 4 1 6 0 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 3 2 1 6 0 6	51	11067	205	6;12	6	12
NCGC00488531-01	COC(=O)C1=C2NC3=CC=CC=C3[C@@]24CCN5CC(C1CC45)C(C)=O	C1=C2Nc3ccccc3[C@@]23CCN2CCC1CC23	18 0 0 5 1 6 1 2 4 0 0 0 4 2 0 0 0 2 0 0 0 0 0 0 1 0 4 1 3 7 0 7	52	13903	257	0;16	0	16
NCGC00488596-01	CC(CCC(O)C(C)(O)CO)[C@@]1(O)CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]4(C)CCC(OC(=O)CCC(O)=O)C(C)(C)C4CC3	C1CCC2C3=C(CCC2C1)C1CCCC1CC3	17 0 0 4 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0	53	10746	199	4;14	4	14
NCGC00488624-01	C[C@@]1(O)C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(O)=O)C2CCC1C3	C1CCC2C(C1)CC[C@]13CCC(CCC21)C3	16 0 0 4 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 5 0 5	54	8366	155	15;11	15	11
NCGC00488532-01	C[C@@]1(O)C[C@]23CC1CCC2[C@]4(C)CCC[C@](C)(C4CC3O)C(=O)O[P](O)(=O)OCC5OC(C(O)C5O)[N]6C=NC7=C6N=CN=C7N	O=C(O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1)C1CCCC2C1CC[C@]13CCC(CCC21)C3	35 5 6 7 1 6 2 0 12 3 0 3 6 10 1 0 5 4 0 2 1 4 4 1 3 0 7 2 5 10 2 10	55	53515	985	26;6	26	6
NCGC00488525-01	C[C@]12C[C@@]34CCC5[C@@](C)(CCC[C@@]5(C)C(O)=O)C3C(CC1C4)O2	C1CCC2C(C1)CC[C@]13CC4CC(OC4C1)C23	17 0 0 6 1 6 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 4 4 11 0 11	56	11109	205	6;12	6	12
NCGC00488619-01	CC1CC(C)C2CC(=CC3CCC1N23)C	C1=CC2CCC3CCCC(C1)N23	12 0 0 3 0 6 0 1 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 3 0 3 1 0 1	57	1976	37	4;6	4	6
NCGC00488658-01	C[C@]12CC[C@]3(C1)C(CC(OC(=O)C4=CC=CC=C4)C5[C@]3(C)CCC[C@]5(CO)C(O)=O)CC2=O	O=C(OC1CC2CC(=O)C3CC[C@@]2(C3)C2CCCCC12)c1ccccc1	24 2 3 5 1 6 1 0 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 0 4 2 3 9 2 9	58	35950	662	24;31	24	31
NCGC00488449-01	C\C=C\C=C\C1(O)C2C=C3C(=O)CC45C(C1C6(C2C)C(=O)C(=C(C)C(=O)C346)O)C(=O)C(=C(O)C5=O)C	O=C1CC23C(=O)C=CC(=O)C2C2CC4C=C1C31C(=O)C=CC(=O)C21C4	20 0 0 6 3 6 0 3 0 0 0 0 0 5 0 0 5 0 0 0 0 0 0 0 0 5 5 2 5 9 5 9	59	20509	378	4;25	4	25
NCGC00385920-02	COC(=O)C1C2CC3N(CC[C@@]14C3=NC5=CC=CC=C45)CC2=CC	C=C1CN2CC[C@]34CC1CC2C3=Nc1ccccc14	18 0 0 5 0 6 1 2 4 0 0 0 4 2 0 0 0 2 0 0 0 0 0 0 0 0 3 2 1 6 1 6	60	13905	257	0;16	0	16
NCGC00385362-02	CC(CCC=C(C)C(O)=O)=CCCC(C)=CCC[C@]1(C)CCC2=CC(=CC(=C2O1)C)O	c1ccc2c(c1)CCCO2	10 0 0 2 0 6 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0	61	931	18	1;4	1	4
NCGC00347802-03	CN1C(=O)[C@]23CC4C(C)(C)[C@@]5(C[C@]14CN2CC[C@@]3(C)O)C(=O)NC6=C5C=CC7=C6OC=CC(C)(C)O7	O=C1Nc2c(ccc3c2OC=CCO3)[C@@]12CC1C[C@]34CCCN3C[C@@]1(C2)NC4=O	27 0 0 8 3 7 1 3 7 0 0 2 5 7 0 0 4 3 0 0 0 0 4 0 3 0 6 4 3 13 2 13	62	43682	805	27;9	27	9
NCGC00025018-16	COC(=O)C1C(O)CCC2CN3CCC4=C([NH]C5=C4C=CC=C5)C3CC12	c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3	21 0 0 5 0 6 2 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 1 0 0 0 6 3 4 12 0 12	63	24161	445	14;24	14	24
NCGC00488501-01	CCCC(C)C=C(C)C(O)C(C)C=CCCC(O)C(C)C(O)C(C)C(O)C(C)C1OC(CCC1C)C(C)C(O)=O	C1CCOCC1	6 0 0 1 0 6 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	64	150	4	1;0	1	0
NCGC00488575-01	COC(=O)C1C2CC(N(CC2=CC)C=O)C34NC5=C(C=CC=C5)[C@@]13CCO4	C=C1CNC2CC1C[C@@]13CCOC21Nc1ccccc13	19 0 0 5 0 6 1 1 3 0 0 1 2 3 0 0 1 2 0 0 0 1 2 0 0 0 4 3 3 8 1 8	65	16642	307	2;22	2	22
NCGC00488668-01	CO\C=C\C(=O)C1=NC2=C3C(=C1)C=NC3=C(N)C=C2NC(=O)C(C)C	C1=Nc2cccc3nccc1c23	12 0 0 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 3 0 3 0 0 0	66	2032	38	4;7	4	7
NCGC00488657-01	CN1C(=O)[C@]23SS[C@@]1(C)C(=O)N2C4NC5=CC=CC=C5[C@]4(C3O)C6=C[NH]C7=CC=CC=C67	O=C1C2NC(=O)[C@]3(C[C@]4(c5c[nH]c6ccccc56)c5ccccc5NC4N13)SS2	27 0 0 8 1 6 3 1 8 0 2 0 6 8 0 2 2 4 0 1 0 3 4 0 2 0 8 2 8 20 2 20	67	43638	804	27;10	27	10
NCGC00488752-01	CCC1CN2CCC3(NC4=CC=CC(=C4C3=O)OC)C2CC1\C(=C/OC)C(=O)OC	O=C1c2ccccc2NC12CCN1CCCCC12	17 0 0 4 1 6 1 1 4 0 0 0 4 3 0 0 1 2 0 0 0 0 1 0 0 0 3 1 1 5 1 5	68	11071	205	6;12	6	12
NCGC00488660-01	C=C[C@@]12CC3C(=O)NC4=CC=CC=C4[C@@]35CCN(CC=C1)C25	O=C1Nc2ccccc2[C@@]23CCN4CC=CC(CC12)C43	19 0 0 5 1 6 1 2 4 0 0 0 4 3 0 0 1 2 0 0 0 0 0 0 1 0 6 1 7 10 1 10	69	16962	313	1;21	1	21
NCGC00488529-01	CN1CCC2=CC3=C(OCO3)C4=C2C1(C)C(=O)C5=C4C=CC(=C5)O	O=C1c2ccccc2-c2c3c(cc4c2C1NCC4)OCO3	20 0 0 5 0 6 2 4 3 0 0 2 1 4 0 0 3 1 0 0 0 1 1 0 0 0 7 1 8 12 1 12	70	20450	377	5;25	5	25
NCGC00488620-01	CCCCC1CCC2CCCC(CCC)N12	C1CCN2CCCC2C1	9 0 0 2 0 6 0 0 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	71	475	10	3;2	3	2
NCGC00488618-01	CCCCC1CCC2CCCC(CCC)N12	C1CCN2CCCC2C1	9 0 0 2 0 6 0 0 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	72	475	10	3;2	3	2
NCGC00488812-01	CN1CC[C@@]2(C1NC3=CC=CC=C23)[C@@]45CCN(C)C4NC6=CC=CC=C56	c1ccc2c(c1)NC1NCC[C@@]21[C@@]12CCNC1Nc1ccccc12	24 0 0 6 0 6 2 2 4 0 0 0 4 4 0 0 0 4 0 0 0 2 0 0 0 0 7 2 8 12 0 12	73	34918	643	25;25	25	25
NCGC00488809-01	OC1C2NCCC3=C2C(=C4OCOC4=C3)C5=C1C=CC=C5	c1ccc2c(c1)CC1NCCc3cc4c(c-2c31)OCO4	20 0 0 5 0 6 2 4 3 0 0 2 1 3 0 0 2 1 0 0 0 1 1 0 0 0 7 2 8 12 0 12	74	20450	377	5;25	5	25
NCGC00179550-04	CN1CC[C@@]23C4NC5=C(C=CC=C5)[C@]2(CCN4C)C1NC6=C3C=CC=C6	c1ccc2c(c1)NC1NCC[C@]23C2NCC[C@@]13c1ccccc1N2	24 0 0 6 0 6 2 2 4 0 0 0 4 4 0 0 0 4 0 0 0 2 0 0 0 0 7 2 8 12 0 12	75	34918	643	25;25	25	25
NCGC00488790-01	CN1CC[C@]23C4NC5=C(C=CC=C5)[C@@]2(CCN4C)C1NC6=CC=CC=C36	c1ccc2c(c1)NC1NCC[C@@]23C2NCC[C@]13c1ccccc1N2	24 0 0 6 0 6 2 2 4 0 0 0 4 4 0 0 0 4 0 0 0 2 0 0 0 0 7 2 8 12 0 12	76	34918	643	25;25	25	25
NCGC00488470-01	C[C@]12CCC[C@@](C)(C1CC[C@]3(C)C2CCC4=COC=C34)C(O)=O	c1occ2c1CCC1C2CCC2CCCCC21	17 0 0 4 0 6 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 0 4 5 0 5	77	10834	200	5;14	5	14
NCGC00488578-01	COC(=O)C1C2CC3C4N(C)C5=C(C=CC=C5)[C@@]14CCN3CC2=CC	C=C1CN2CC[C@]34CC1CC2C3Nc1ccccc14	18 0 0 5 0 6 1 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 1 0 0 0 5 3 4 12 1 12	78	13890	257	0;16	0	16
