Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
CCC(=O)OC1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C	CHEMBL1170	ChEMBL23_NatProd	2	0	0.63	0.7036	0.63	0.7036	4.347	0.4351	4.347	0.4351	4.8	0.6013	4.955	0.4895	-0.1112	0.3585	+	- = 0.46;+ = 0.54;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.88;yes = 0.12;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.35;high = 0.65;	344.5	0	0	0	3	0	43.37	0	0.1071	0	3	0
CC(C)(C)C(=O)OCOC(=O)C1N2C(CC2=O)[S](=O)(=O)C1(C)C	CHEMBL423875	ChEMBL23_NatProd	2	0	2.897	1.033	2.897	1.033	1.006	0.4351	1.006	0.4351	4.403	0.6013	3.82	0.6835	-0.6795	inf	-	- = 0.75;+ = 0.25;	+	- = 0.136364;+ = 0.863636;	no	no = 0.7;yes = 0.3;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.87;high = 0.13;	347.4	0	0	0	8	0	107	0	0.25	0	6	0
CC1=CC=CC=C1CNC2=NC=NC3=C2N=C[N]3C4OC(CO)C(O)C4O	CHEMBL331382	ChEMBL23_NatProd	2	0	3.251	1.033	1.813	inf	1.613	0.4351	-0.1789	inf	5.115	inf	5.093	0.7647	-1.488	0.3585	-	- = 0.9;+ = 0.1;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.45;yes = 0.55;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.59;high = 0.41;	371.4	0	4	0	9	0	125.6	0	0.1667	0	5	0
NC1=N[C](=O)C2=C(NCC3CN(CN23)C4=CC=C(C=C4)C(=O)NC(CCC(O)=O)C(O)=O)[NH]1	CHEMBL117348	ChEMBL23_NatProd	2	0	2.078	1.033	3.098	0.621	-0.3905	0.4351	-1.414	inf	5.416	inf	2.356	0.9676	-1.642	inf	-	- = 0.9;+ = 0.1;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.13;yes = 0.87;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.64;high = 0.36;	457.4	0	6	0	13	0	194	0	0.2222	0	8	0
CNC(=O)C1OC(C(O)C1O)[N]2C=NC3=C(NCC4=CC=CC(=C4)I)N=CN=C23	CHEMBL119709	ChEMBL23_NatProd	2	0	2.43	1.033	2.001	inf	1.093	0.4351	0.4216	inf	5.254	inf	4.264	0.7875	-1.344	0.3585	-	- = 0.92;+ = 0.08;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.43;yes = 0.57;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.66;high = 0.34;	510.3	0	4	0	10	0	134.4	0	0.1875	0	6	0
CC(OCCC(C)(C)O)C1CCC2C(CCC[C@]12C)=CC=C3CC(O)CC(O)C3=C	CHEMBL333950	ChEMBL23_NatProd	2	0	1.488	0.7036	1.488	0.7036	4.432	0.4351	4.432	0.4351	4.9	inf	5.685	0.6878	-0.2918	inf	-	- = 0.6;+ = 0.4;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.15;yes = 0.85;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.59;high = 0.41;	418.6	0	3	0	4	0	69.92	0	0.1875	0	6	0
CC(CO)NC(=O)C1CN(C)C2CC3=C[NH]C4=CC=CC(=C34)C2=C1	CHEMBL119443	ChEMBL23_NatProd	2	0	3.98	1.033	1.764	inf	1.634	0.4351	1.381	inf	4.551	0.6013	4.82	0.6297	-0.5182	inf	-	- = 0.77;+ = 0.23;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.29;yes = 0.71;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.88;high = 0.12;	325.4	0	3	0	5	0	68.36	0	0.1481	0	4	0
CCC(O)(CC)CCCOC(C)C1CCC2C(CCC[C@]12C)=CC=C3CC(O)CC(O)C3=C	CHEMBL432600	ChEMBL23_NatProd	2	0	1.013	1.033	1.013	1.033	5.319	0.4351	5.319	0.4351	4.919	inf	6.034	0.7238	-0.2652	inf	-	- = 0.61;+ = 0.39;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.15;yes = 0.85;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.46;high = 0.54;	460.7	0	3	0	4	0	69.92	0	0.2571	0	9	0
COC1=CC2=C3C(CC4=CC=C(O)C(=C4)OC5=CC6=C(CCN(C)C6CC7=CC=C(OC3=C1O)C=C7)C=C5OC)[N](C)(C)CC2	CHEMBL339427	ChEMBL23_NatProd	2	0	1.64	1.033	3.948	inf	4.219	0.4351	3.342	inf	5.77	inf	7.829	1.268	-0.5352	inf	-	- = 0.65;+ = 0.35;	+	- = 0.222222;+ = 0.777778;	yes	no = 0.29;yes = 0.71;	low	low = 0.454545;medium = 0.181818;high = 0.272727;very high = 0.0909091;	low	low = 0.94;high = 0.06;	609.7	0	2	0	8	0	80.62	0	0.03922	0	2	0
CC(O)C1C2CC(=C(N2C1=O)C(O)=O)SC3CCN(C3)C(C)=N	CHEMBL339323	ChEMBL23_NatProd	2	0	3.63	1.033	4.15	inf	0.2123	0.4351	-2.551	inf	4.487	0.6013	2.826	0.6554	-1.961	inf	-	- = 0.8;+ = 0.2;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.08;yes = 0.92;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.97;high = 0.03;	339.4	0	3	0	7	0	104.9	0	0.2	0	5	0
C[C@]12CCC3C(CCC4=C(O)C(=O)CC[C@]34C)C1CCC2=O	CHEMBL132530	ChEMBL23_NatProd	2	0	2.226	0.7036	2.226	0.7036	2.42	0.4351	2.42	0.4351	4.735	0.6013	4.638	0.6086	-0.5811	0.3585	+	- = 0.26;+ = 0.74;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.16;yes = 0.84;	low	low = 0.4;medium = 0.2;high = 0.3;very high = 0.1;	low	low = 0.63;high = 0.37;	302.4	0	1	0	3	0	54.37	0	0	0	0	0
CSCCNC1=NC(=NC2=C1N=C[N]2C3OC(CO[P](O)(=O)O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O)C(O)C3O)SCCC(F)(F)F	CHEMBL334966	ChEMBL23_NatProd	2	0	1.577	1.033	3.742	inf	2.076	0.6296	0.5606	inf	5.508	inf	4.106	1.555	-1.639	inf	-	- = 0.83;+ = 0.17;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.26;yes = 0.74;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.6;high = 0.4;	776.4	0	7	0	17	0	255.9	0	0.3478	0	16	0
CC1(C)SC2C(NC(=O)C(C(O)=O)C3=CC=CC=C3)C(=O)N2C1C(O)=O	CHEMBL1214	ChEMBL23_NatProd	2	0	2.954	1.033	4.44	0.621	1.13	0.4351	-2.439	inf	4.708	0.6013	1.224	0.8538	-1.776	inf	-	- = 0.85;+ = 0.15;	-	- = 0.933333;+ = 0.0666667;	no	no = 0.54;yes = 0.46;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.97;high = 0.03;	378.4	0	3	0	8	0	124	0	0.2143	0	6	0
OCC(CO)NN1C(=O)C2=C(C1=O)C3=C([N](C4OC(CO)C(O)C(O)C4O)C5=CC(=CC=C35)O)C6=C2C7=CC=C(O)C=C7[NH]6	CHEMBL435191	ChEMBL23_NatProd	2	0	2.77	1.033	2.77	1.033	-0.7316	0.6296	-0.7316	0.6296	5.853	inf	4.372	1.497	-1.522	inf	-	- = 0.75;+ = 0.25;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.04;yes = 0.96;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.58;high = 0.42;	608.6	0	10	0	15	0	241.2	0	0.12	0	6	0
CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(CC[C@]4(C)C3CC[C@]12C)C(O)=O	CHEMBL138225	ChEMBL23_NatProd	2	0	1.27	0.7036	1.549	inf	4.522	0.4351	1.693	inf	4.936	0.6013	3.996	0.6691	-0.9739	inf	+	- = 0.44;+ = 0.56;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.55;yes = 0.45;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.18;high = 0.82;	399.6	0	2	0	4	0	66.4	0	0.125	0	4	0
CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O	CHEMBL1223	ChEMBL23_NatProd	2	0	3.154	0.7036	3.805	0.621	1.83	0.4351	-1.524	0.5843	4.636	0.6013	2.663	0.628	-1.445	0.3585	-	- = 0.82;+ = 0.18;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.73;yes = 0.27;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.98;high = 0.02;	334.4	0	2	0	6	0	86.71	0	0.2	0	5	0
OC1C=CC2C3CC4=C5C(=C(O)C=C4)OC1[C@@]25CCN3	CHEMBL1227	ChEMBL23_NatProd	2	0	4.017	1.033	2.367	inf	1.368	0.4351	-0.05579	inf	4.717	inf	4.891	0.6849	-0.07714	inf	+	- = 0.34;+ = 0.66;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.31;yes = 0.69;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.88;high = 0.12;	271.3	0	3	0	4	0	61.72	0	0	0	0	0
CC(O)C1C2C(C)C(=C(N2C1=O)C(O)=O)SC3CNC(C3)C(=O)NC4=CC=CC(=C4)C(O)=O	CHEMBL1232	ChEMBL23_NatProd	2	0	3.102	1.033	4.625	inf	-1.791	0.6296	-3.114	inf	4.93	inf	1.55	0.8589	-1.817	inf	-	- = 0.82;+ = 0.18;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.03;yes = 0.97;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.89;high = 0.11;	475.5	0	5	0	10	0	156.3	0	0.2222	0	8	0
CC(=O)O[C@@]1(CCC2C3C=C(Cl)C4=CC(=O)C5CC5[C@]4(C)C3CC[C@]12C)C(C)=O	CHEMBL139835	ChEMBL23_NatProd	2	0	0.8994	1.033	0.8994	1.033	3.158	0.4351	3.158	0.4351	4.927	0.6013	4.556	0.6763	-0.4791	inf	-	- = 0.58;+ = 0.42;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.19;yes = 0.81;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.61;high = 0.39;	416.9	0	0	0	4	0	60.44	0	0.09091	0	3	0
COC1=CC=C2CC3C4=C(CC[N]3(C)C)C=C(OC)C(=C4OC5=CC=C(CC6C7=CC(=C(OC)C=C7CC[N]6(C)C)OC1=C2)C=C5)OC	CHEMBL1259	ChEMBL23_NatProd	2	0	1.685	1.033	4.348	inf	4.636	0.4351	3.906	inf	5.829	inf	7.993	1.431	-0.03634	inf	-	- = 0.62;+ = 0.38;	+	- = 0.222222;+ = 0.777778;	yes	no = 0.34;yes = 0.66;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.9;high = 0.1;	652.8	0	0	0	8	0	55.38	0	0.07407	0	4	0
NC1=NC2=C([NH]1)[N](CC3CC3)[C](=O)[N](CC4CC4)[C]2=O	CHEMBL356323	ChEMBL23_NatProd	2	0	2.708	1.033	2.456	0.621	1.735	0.4351	1.392	inf	4.439	0.6013	4.351	0.6817	-1.094	0.3585	-	- = 0.87;+ = 0.13;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.38;yes = 0.62;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.73;high = 0.27;	275.3	0	2	0	7	0	98.7	0	0.1739	0	4	0
CC(=O)C1=CC=C(C=C1)C2C[C@@]3(C)C(CC[C@@]3(O)C(F)(F)C(F)(F)F)C4CCC5=CC(=O)CCC5=C24	CHEMBL146032	ChEMBL23_NatProd	2	0	-0.6172	1.033	-0.6172	1.033	5.365	0.4351	5.365	0.4351	5.191	inf	6.447	0.7932	-0.01764	inf	+	- = 0.43;+ = 0.57;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.11;yes = 0.89;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.34;high = 0.66;	508.5	0	1	0	3	0	54.37	0	0.1	0	4	0
O=[C]1[NH][C](=S)[NH]C=C1	CHEMBL345768	ChEMBL23_NatProd	2	0	4.229	0.7036	4.229	0.7036	-0.6462	0.4351	-0.6462	0.4351	3.932	0.6013	3.562	0.5102	-0.5689	0.3585	+	- = 0.35;+ = 0.65;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.81;yes = 0.19;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 1;high = 0;	128.2	0	2	0	3	0	48.65	0	0	0	0	0
NC1=N[C](=O)[N](C=C1)C2COC(CO)O2	CHEMBL359164	ChEMBL23_NatProd	2	0	4.607	0.7036	2.567	0.621	-0.9704	0.4351	-0.9762	0.6135	3.992	0.6013	3.856	0.5577	-1.164	0.3585	-	- = 0.98;+ = 0.02;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.63;yes = 0.37;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.99;high = 0.01;	213.2	0	2	0	7	0	99.6	0	0.125	0	2	0
CCCN1CC(CSC)CC2C1CC3=C[NH]C4=CC=CC2=C34	CHEMBL1275	ChEMBL23_NatProd	2	0	3.035	1.033	0.451	inf	4.514	0.4351	2.701	inf	4.745	0.6013	5.839	0.5208	0.2376	0.3585	+	- = 0.18;+ = 0.82;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.27;yes = 0.73;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.84;high = 0.16;	314.5	0	1	0	2	0	19.03	0	0.16	0	4	0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1	CHEMBL1293	ChEMBL23_NatProd	2	0	0.5181	1.033	0.5181	1.033	8.478	0.4351	8.478	0.4351	5.255	inf	6.584	2.22	0.02414	inf	+	- = 0.28;+ = 0.72;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.46;yes = 0.54;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.33;high = 0.67;	536.9	0	0	0	0	0	0	0	0.2439	0	10	0
COC1=CC=C2N=CC=C(C(O)C3CC4CCN3CC4C=C)C2=C1	CHEMBL1294	ChEMBL23_NatProd	2	0	3.608	0.7036	1.488	0.621	2.64	0.4351	2.183	0.6135	4.966	0.6013	6.06	0.4319	0.4528	0.3585	+	- = 0.26;+ = 0.74;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.05;yes = 0.95;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.96;high = 0.04;	324.4	0	1	0	4	0	45.59	0	0.1481	0	4	0
CN(C)CC[N]1N=NN=C1SCC2=C(N3C(SC2)C(NC(=O)CC4=CSC(=N4)N)C3=O)C(O)=O	CHEMBL1296	ChEMBL23_NatProd	2	0	3.123	1.033	4.767	inf	-0.3995	0.4351	-1.771	inf	5.128	inf	3.004	1.129	-2.074	inf	-	- = 0.86;+ = 0.14;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.23;yes = 0.77;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.8;high = 0.2;	525.6	0	3	0	13	0	172.5	0	0.2973	0	11	0
COC1=CC=C2N=CC=C(C(O)C3CC4CCN3CC4C=C)C2=C1	CHEMBL170	ChEMBL23_NatProd	2	0	3.608	0.7036	1.488	0.621	2.64	0.4351	2.183	0.6135	4.966	0.6013	6.06	0.4319	0.4528	0.3585	+	- = 0.26;+ = 0.74;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.05;yes = 0.95;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.96;high = 0.04;	324.4	0	1	0	4	0	45.59	0	0.1481	0	4	0
C[N]1[C](=O)[N](C)C2=C([N](CC(O)CN3CCN(CCCSC4=CC=CC=C4)CC3)C=N2)[C]1=O	CHEMBL155962	ChEMBL23_NatProd	2	0	2.975	1.033	2.927	0.621	2.032	0.4351	1.341	inf	5.034	0.6013	6.637	0.713	-0.5051	inf	-	- = 0.8;+ = 0.2;	+	- = 0.285714;+ = 0.714286;	yes	no = 0.26;yes = 0.74;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	low	low = 0.57;high = 0.43;	472.6	0	1	0	9	0	88.53	0	0.25	0	9	0
OC1COC2C(COC12)O[N](O)=O	CHEMBL1311	ChEMBL23_NatProd	2	0	4.78	1.033	4.78	1.033	0.4601	0.6296	0.4601	0.6296	4.077	0.6013	3.678	0.5158	-0.8829	0.3585	-	- = 0.88;+ = 0.12;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.76;yes = 0.24;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 1;high = 0;	192.1	0	2	0	7	0	85.22	0	0.1429	0	2	0
CCN(CC)C(=O)NC1CN(C)C2CC3=C[NH]C4=CC=CC(=C34)C2=C1	CHEMBL157138	ChEMBL23_NatProd	2	0	3.039	1.033	2.32	inf	2.965	0.4351	1.766	inf	4.787	0.6013	5.599	0.7095	-0.05371	inf	-	- = 0.63;+ = 0.37;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.3;yes = 0.7;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	low	low = 0.91;high = 0.09;	338.4	0	2	0	5	0	51.37	0	0.1786	0	5	0
CCC#CCC(C)C(O)C#CC1C(O)CC2CC(CC12)=CCOCC(O)=O	CHEMBL160629	ChEMBL23_NatProd	2	0	2.9	1.033	3.821	0.621	2.08	0.4351	-0.4675	inf	4.397	0.6013	4.052	0.5858	-1.154	0.3585	-	- = 0.9;+ = 0.1;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.41;yes = 0.59;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.79;high = 0.21;	374.5	0	3	0	5	0	86.99	0	0.3571	0	10	0
CC(C)[N]1C=C2CC3C(CC(CN3C)C(=O)NC4CCCCC4)C5=C2C1=CC=C5	CHEMBL160293	ChEMBL23_NatProd	2	0	2.441	1.033	1.234	inf	4.333	0.4351	2.758	inf	4.593	0.6013	6.229	0.6596	-0.4423	0.3585	+	- = 0.24;+ = 0.76;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.33;yes = 0.67;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.49;high = 0.51;	393.6	0	1	0	4	0	37.27	0	0.1212	0	4	0
CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC2COC3OCCC23)[S](=O)(=O)C4=CC=C(N)C=C4	CHEMBL1323	ChEMBL23_NatProd	2	0	1.173	1.033	2.568	0.621	2.766	0.6296	2.167	inf	5.338	0.6013	5.178	0.6535	-0.7119	inf	-	- = 0.83;+ = 0.17;	+	- = 0.222222;+ = 0.777778;	yes	no = 0.11;yes = 0.89;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.61;high = 0.39;	547.7	0	3	0	10	0	140.4	0	0.3171	0	13	0
C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=C[C@]12C	CHEMBL166444	ChEMBL23_NatProd	2	0	2.317	1.033	2.317	1.033	3.505	0.4351	3.505	0.4351	5.023	0.6013	5.006	0.6281	-0.03396	inf	+	- = 0.18;+ = 0.82;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.75;yes = 0.25;	very high	low = 0.125;medium = 0.125;high = 0.125;very high = 0.625;	high	low = 0.34;high = 0.66;	284.4	0	1	0	2	0	37.3	0	0	0	0	0
OC1=NC=C(C#C)C(=N1)O	CHEMBL355200	ChEMBL23_NatProd	2	0	4.116	1.033	4.116	1.033	1.032	0.4351	1.032	0.4351	3.839	0.6013	4.236	0.463	-0.4267	0.3585	+	- = 0.39;+ = 0.61;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.94;yes = 0.06;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 1;high = 0;	136.1	0	2	0	4	0	66.24	0	0.1	0	1	0
CN1CC(CC#N)CC2C1CC3=C[NH]C4=CC=CC2=C34	CHEMBL174095	ChEMBL23_NatProd	2	0	3.58	1.033	1.363	inf	2.793	0.4351	1.724	inf	4.619	0.6013	5.445	0.5481	-0.1359	0.3585	+	- = 0.07;+ = 0.93;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.55;yes = 0.45;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.83;high = 0.17;	265.4	0	1	0	3	0	42.82	0	0.08696	0	2	0
CC(C)C(N)C(=O)OCCOC[N]1C=NC2=C1[NH]C(=N[C]2=O)N	CHEMBL1349	ChEMBL23_NatProd	2	0	3.443	1.033	3.414	0.621	-0.5535	0.4351	-0.2001	inf	4.256	0.6013	3.916	0.7679	-1.07	0.3585	-	- = 0.94;+ = 0.06;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.25;yes = 0.75;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.9;high = 0.1;	324.3	0	3	0	10	0	151.1	0	0.3333	0	8	0
CC1CC2=CC(=O)CCC2C3CC[C@@]4(C)C(CC[C@]4(C)O)C13	CHEMBL425863	ChEMBL23_NatProd	2	0	1.857	0.7036	1.857	0.7036	3.19	0.4351	3.19	0.4351	4.858	0.6013	4.781	0.5499	-0.2071	0.3585	+	- = 0.14;+ = 0.86;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.09;yes = 0.91;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.28;high = 0.72;	302.5	0	1	0	2	0	37.3	0	0	0	0	0
CNC(CC1=CC=CC=C1)C(=O)C(C)C2CC(=O)NCCCC(CC(=C)C(CC3=C[NH]C=N3)C(C)C(=O)C(CC(=O)C(CCCCN)C(C)C2=C)CC4=CC=CC=C4)C(C)=O	CHEMBL359713	ChEMBL23_NatProd	2	0	0.8984	1.033	1.916	inf	4.233	0.6296	2.647	inf	5.231	inf	5.513	1.443	-0.8958	inf	-	- = 0.85;+ = 0.15;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.13;yes = 0.87;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.46;high = 0.54;	834.1	0	4	0	10	0	164.1	0	0.2344	0	15	0
C[C@]12CCC3C(C(CCCCCCCCC[SH](O)CCCC(F)(F)C(F)(F)F)CC4=CC(=CC=C34)O)C1CCC2O	CHEMBL1358	ChEMBL23_NatProd	2	0	-0.04903	1.033	-0.04903	1.033	6.908	0.6296	6.908	0.6296	5.135	inf	7.309	0.9751	-0.3521	inf	-	- = 0.52;+ = 0.48;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.25;yes = 0.75;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	high	low = 0.4;high = 0.6;	608.8	0	3	0	3	0	60.69	0	0.3409	0	15	0
CC(O)C1C2C(C)C(=C(N2C1=O)C(O)=O)SC3CNC(C3)C(=O)NC4=CC=CC(=C4)C(O)=O	CHEMBL1359	ChEMBL23_NatProd	2	0	3.102	1.033	4.625	inf	-1.791	0.6296	-3.114	inf	4.93	inf	1.55	0.8589	-1.817	inf	-	- = 0.82;+ = 0.18;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.03;yes = 0.97;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.89;high = 0.11;	475.5	0	5	0	10	0	156.3	0	0.2222	0	8	0
CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O	CHEMBL174	ChEMBL23_NatProd	2	0	4.34	1.033	4.062	0.621	-1.42	0.4351	-1.85	0.5843	4.502	0.6013	2.124	0.6877	-1.718	inf	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.57;yes = 0.43;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.99;high = 0.01;	349.4	0	3	0	7	0	112.7	0	0.1923	0	5	0
CC(=O)OC1CC2CCC3C(CC[C@@]4(C)C3CC(C4OC(C)=O)[N]5(C)CCCCC5)[C@@]2(C)CC1[N]6(C)CCCCC6	CHEMBL185073	ChEMBL23_NatProd	2	0	2.604	1.033	3.369	inf	5.683	0.4351	2.688	inf	4.898	inf	6.323	1.055	0.3056	inf	-	- = 0.51;+ = 0.49;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.19;yes = 0.81;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	low	low = 0.9;high = 0.1;	572.9	0	0	0	6	0	52.6	0	0.1304	0	6	0
NCC1OC(OC2C(N)CC(N)C(O)C2OC3OC(CO)C(OC4OC(CN)C(O)C(O)C4N)C3O)C(N)C(O)C1O	CHEMBL184618	ChEMBL23_NatProd	2	0	5.198	1.033	7.309	inf	-2.574	0.6296	-0.9473	inf	5.173	inf	1.19	1.966	-1.205	inf	-	- = 0.81;+ = 0.19;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.15;yes = 0.85;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.98;high = 0.02;	614.6	0	13	0	19	0	353.1	0	0.2	0	9	0
CCCC1OC2CC3C4CCC5=CC(=O)C=C[C@]5(C)C4C(O)C[C@]3(C)[C@@]2(O1)C(=O)CO	CHEMBL1370	ChEMBL23_NatProd	2	0	1.894	0.7036	1.894	0.7036	3.034	0.4351	3.034	0.4351	4.77	0.6013	4.577	0.6367	-0.8081	0.3585	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.07;yes = 0.93;	medium	low = 0.111111;medium = 0.666667;high = 0.111111;very high = 0.111111;	low	low = 0.97;high = 0.03;	430.5	0	2	0	6	0	93.06	0	0.1143	0	4	0
