Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
CC(CCC(O)=O)C1CCC2C3C(CC4CC(CC[C@]4(C)C3CC[C@]12C)O[S](O)(=O)=O)O[S](O)(=O)=O	CHEMBL2107238	ChEMBL23_NatProd	2	0	0.9906	1.033	3.28	inf	3.563	0.4351	0.6377	inf	4.961	inf	4.316	1.155	-1.338	inf	-	- = 0.86;+ = 0.14;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.2;yes = 0.8;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.41;high = 0.59;	552.7	0	3	0	10	0	164.5	0	0.2051	0	8	0
CC(=O)OC1CCC2C3CCC4CC(=O)C(=C[C@]4(C)C3CC[C@]12C)C	CHEMBL2107251	ChEMBL23_NatProd	2	0	1.621	1.033	1.621	1.033	4.044	0.4351	4.044	0.4351	4.883	0.6013	4.741	0.5664	-0.1481	0.3585	+	- = 0.44;+ = 0.56;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.17;yes = 0.83;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.38;high = 0.62;	344.5	0	0	0	3	0	43.37	0	0.07143	0	2	0
COC(=O)CCCC=CCC1C(C=CCCCC(C)O)C(O)CC1=O	CHEMBL2107257	ChEMBL23_NatProd	2	0	2.525	1.033	2.525	1.033	2.801	0.4351	2.801	0.4351	4.523	inf	5.232	0.7261	-0.04124	inf	-	- = 0.87;+ = 0.13;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.45;yes = 0.55;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.91;high = 0.09;	352.5	0	2	0	5	0	83.83	0	0.48	0	12	0
CC(=O)OCC(=O)[C@@]12N=C(C)OC1CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)C(O)C[C@]23C	CHEMBL2107273	ChEMBL23_NatProd	2	0	1.464	0.7036	1.464	0.7036	2.151	0.4351	2.151	0.4351	4.921	inf	4.218	0.7264	-0.858	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.08;yes = 0.92;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.91;high = 0.09;	459.5	0	1	0	7	0	102.3	0	0.1081	0	4	0
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)C1OCC(O)C1O	CHEMBL2107274	ChEMBL23_NatProd	2	0	2.658	1.033	2.658	1.033	4.557	0.4351	4.557	0.4351	4.689	inf	5.976	0.7601	-0.2863	inf	-	- = 0.87;+ = 0.13;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.22;yes = 0.78;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	low	low = 0.62;high = 0.38;	428.6	0	3	0	6	0	96.22	0	0.6333	0	19	0
C[N]1[C](=O)[N](C)C2=C([N](CC(=O)N3CC4(CCN(CCC5=CC=CC=C5)CC4)OC3=O)C=N2)[C]1=O	CHEMBL2107296	ChEMBL23_NatProd	2	0	3.342	1.033	2.742	0.621	1.111	0.4351	1.151	inf	4.95	0.6013	6.069	0.82	-0.8713	inf	-	- = 0.72;+ = 0.28;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.4;yes = 0.6;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.68;high = 0.32;	480.5	0	0	0	11	0	111.7	0	0.1538	0	6	0
COC1=CC=C2CC3C4CCC(=N\OCC(O)=O)/C5OC1=C2[C@]45CCN3C	CHEMBL2107300	ChEMBL23_NatProd	2	0	2.76	1.033	2.054	inf	2.122	0.4351	-0.5436	inf	4.782	0.6013	4.252	0.6718	-0.7383	inf	-	- = 0.79;+ = 0.21;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.27;yes = 0.73;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.82;high = 0.18;	372.4	0	1	0	7	0	80.59	0	0.129	0	4	0
CC(C)C(N)C(=O)OCCC(CO)C[N]1C=NC2=C1N=C(N)[NH][C]2=O	CHEMBL2107301	ChEMBL23_NatProd	2	0	3.599	1.033	3.569	0.621	-0.3457	0.4351	-0.7334	inf	4.346	0.6013	4.373	0.7438	-1.129	0.3585	-	- = 0.96;+ = 0.04;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.09;yes = 0.91;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.89;high = 0.11;	352.4	0	4	0	10	0	162.1	0	0.3462	0	9	0
CC(OC(=O)CCC1=CC=CC=C1)C2CCC3C4CCC5=CC(=O)CCC5C4CC[C@]23C	CHEMBL2107303	ChEMBL23_NatProd	2	0	0.06493	1.033	0.06493	1.033	5.885	0.4351	5.885	0.4351	4.915	0.6013	5.507	0.583	0.06746	0.3585	+	- = 0.39;+ = 0.61;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.16;yes = 0.84;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.42;high = 0.58;	434.6	0	0	0	3	0	43.37	0	0.1667	0	6	0
CCN(CC)CCN1C(=O)C2=C(C1=O)C3=C([N](C4OC(CO)C(OC)C(O)C4O)C5=C(Cl)C=CC=C35)C6=C2C7=CC=CC(=C7[NH]6)Cl	CHEMBL2107313	ChEMBL23_NatProd	2	0	1.575	1.033	1.423	inf	3.702	0.4351	3.124	inf	5.767	inf	6	0.9925	-1.186	inf	-	- = 0.68;+ = 0.32;	+	- = 0.2;+ = 0.8;	yes	no = 0.05;yes = 0.95;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.43;high = 0.57;	669.6	0	4	0	11	0	140.5	0	0.1538	0	8	0
CC[C@@]1(O)C(=O)OCC2=C1C=C3[N](CC4=C(CCNC(C)C)C5=CC=CC=C5N=C34)[C]2=O	CHEMBL2107315	ChEMBL23_NatProd	2	0	1.163	1.033	1.325	0.621	2.337	0.4351	1.367	inf	5.383	0.6013	5.06	0.7588	-0.9515	inf	-	- = 0.91;+ = 0.09;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.28;yes = 0.72;	high	low = 0.133333;medium = 0.2;high = 0.6;very high = 0.0666667;	low	low = 0.5001;high = 0.4999;	433.5	0	2	0	7	0	93.45	0	0.1389	0	5	0
CC[N]1[C](=O)[N](CCO)C2=C([N](CC3=CC=C(OC)C(=C3)Br)C(=N2)NC4CCCC4O)[C]1=O	CHEMBL2107326	ChEMBL23_NatProd	2	0	2.822	1.033	2.263	0.621	1.924	0.4351	1.222	inf	4.775	0.6013	5.919	0.7173	-1.815	0.3585	-	- = 0.89;+ = 0.11;	+	- = 0.285714;+ = 0.714286;	yes	no = 0.32;yes = 0.68;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	low	low = 0.5001;high = 0.4999;	522.4	0	3	0	10	0	123.5	0	0.2222	0	8	0
CCCN1CC(C)C(O)[C@](C)(O)C(CC)OC(=O)C(C)C(OC2C[C@@](C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)[C@](C)(O)CC1C	CHEMBL2107342	ChEMBL23_NatProd	2	0	3.357	1.033	4.276	inf	3.247	0.6296	0.9423	inf	5.006	inf	4.826	0.526	-1.386	inf	-	- = 0.66;+ = 0.34;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.15;yes = 0.85;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.85;high = 0.15;	777	0	5	0	14	0	180.1	0	0.1607	0	9	0
CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC1C(O)C(CO)OC(O)C1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC	CHEMBL2107354	ChEMBL23_NatProd	2	0	2.041	1.033	2.884	inf	4.043	0.6296	4.148	inf	4.81	inf	2.951	2.648	-1.33	inf	-	- = 0.82;+ = 0.18;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.17;yes = 0.83;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	low	low = 0.51;high = 0.49;	1238	0	10	0	25	0	376.1	0	0.6941	0	59	0
OCC1NCC(O)C(O)C1O	CHEMBL2107355	ChEMBL23_NatProd	2	0	7.05	1.033	3.766	0.621	-1.348	0.4351	-3.418	inf	3.852	0.6013	3.361	0.6644	-0.7693	0.3585	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.78;yes = 0.22;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 1;high = 0;	163.2	0	5	0	5	0	92.95	0	0.09091	0	1	0
C[C@]12CC(O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)C5=CC=CC(=C5)[S](O)(=O)=O	CHEMBL2107364	ChEMBL23_NatProd	2	0	2.688	1.033	3.345	inf	2.396	0.4351	0.6135	inf	4.932	inf	4.729	0.7443	-0.9874	inf	-	- = 0.9;+ = 0.1;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.39;yes = 0.61;	medium	low = 0.111111;medium = 0.666667;high = 0.111111;very high = 0.111111;	low	low = 0.58;high = 0.42;	544.6	0	3	0	9	0	155.3	0	0.1429	0	6	0
CCNC(=O)C1OC(C(O)C1O)[N]2C=NC3=C(NC4CCCC4)N=CN=C23	CHEMBL2107371	ChEMBL23_NatProd	2	0	3.198	1.033	1.995	inf	1.112	0.4351	-0.002313	inf	4.617	inf	4.358	0.7987	-1.313	0.3585	-	- = 0.88;+ = 0.12;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.4;yes = 0.6;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.76;high = 0.24;	376.4	0	4	0	10	0	134.4	0	0.2	0	6	0
CC(C)OC(=O)NC(C(O)C(=O)OC1C[C@@]2(O)C(OC(=O)C3=CC=CC=C3)C4[C@@](C)(C(O)CC5OC[C@@]45OC(C)=O)C(=O)C(OC(=O)C6CCCC6)C(=C1C)C2(C)C)C7=CC=CS7	CHEMBL2107372	ChEMBL23_NatProd	2	0	-0.238	1.033	-0.238	1.033	3.523	0.6296	3.523	0.6296	5.221	inf	3.998	1.16	-1.342	inf	-	- = 0.78;+ = 0.22;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.03;yes = 0.97;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.42;high = 0.58;	896	0	4	0	16	0	230.5	0	0.2464	0	17	0
NC(=N)C1=N[N](C=N1)C2OC(CO)C(O)C2O	CHEMBL2107375	ChEMBL23_NatProd	2	0	6.096	1.033	3.506	0.621	-2.066	0.4351	-3.073	inf	4.033	0.6013	3.211	0.757	-1.495	0.3585	-	- = 0.94;+ = 0.06;	-	- = 0.933333;+ = 0.0666667;	no	no = 0.6;yes = 0.4;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.99;high = 0.01;	243.2	0	5	0	9	0	150.5	0	0.1667	0	3	0
CC(=O)OCC1OC(C(OC(C)=O)C1OC(C)=O)[N]2C=C[C](=O)[NH][C]2=O	CHEMBL2107381	ChEMBL23_NatProd	2	0	4.081	1.033	4.081	1.033	0.004663	0.4351	0.004663	0.4351	4.75	inf	3.488	0.7586	-1.455	inf	-	- = 0.86;+ = 0.14;	+	- = 0.4999;+ = 0.5001;	no	no = 0.55;yes = 0.45;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.88;high = 0.12;	370.3	0	1	0	11	0	143	0	0.2963	0	8	0
CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CCC4C3CC[C@]12C)C(C)=O	CHEMBL2107389	ChEMBL23_NatProd	2	0	0.8115	0.7036	0.8115	0.7036	4.699	0.4351	4.699	0.4351	4.838	0.6013	5.236	0.6362	-0.2905	0.3585	-	- = 0.64;+ = 0.36;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.71;yes = 0.29;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	high	low = 0.49;high = 0.51;	414.6	0	0	0	4	0	60.44	0	0.2121	0	7	0
CC(=O)OCC(=O)[C@@]12OC(C)(C)OC1CC3C4CC(F)C5=CC(=O)C=C[C@]5(C)C4C(O)C[C@]23C	CHEMBL2107399	ChEMBL23_NatProd	2	0	0.9492	0.7036	0.9492	0.7036	3.103	0.4351	3.103	0.4351	5.09	inf	4.283	0.6708	-0.7861	inf	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.1;yes = 0.9;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.85;high = 0.15;	476.5	0	1	0	7	0	99.13	0	0.1053	0	4	0
CC(OC(C)=O)C(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]12C	CHEMBL2107401	ChEMBL23_NatProd	2	0	1.319	0.7036	1.319	0.7036	2.511	0.4351	2.511	0.4351	4.71	inf	4.536	0.6225	-0.8711	0.3585	-	- = 0.81;+ = 0.19;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.63;yes = 0.37;	high	low = 0.133333;medium = 0.2;high = 0.6;very high = 0.0666667;	low	low = 0.76;high = 0.24;	434.5	0	2	0	6	0	100.9	0	0.1176	0	4	0
CC(=O)[C@@]1(O)CCC2C3C=CC4=CC(=O)CCC4C3CC[C@]12C	CHEMBL2107402	ChEMBL23_NatProd	2	0	1.938	0.7036	1.938	0.7036	2.731	0.4351	2.731	0.4351	4.869	0.6013	4.829	0.6274	-0.1316	0.3585	+	- = 0.29;+ = 0.71;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.73;yes = 0.27;	low	low = 0.4;medium = 0.2;high = 0.3;very high = 0.1;	low	low = 0.57;high = 0.43;	314.4	0	1	0	3	0	54.37	0	0.03846	0	1	0
CC1(C)SC2C(NC(=O)C(N=CC3=CC=CO3)C4=CC=C(O)C=C4)C(=O)N2C1C(O)=O	CHEMBL2107409	ChEMBL23_NatProd	2	0	2.206	1.033	4.507	inf	2.089	0.4351	-1.203	inf	5.167	inf	2.861	0.7565	-1.711	inf	-	- = 0.8;+ = 0.2;	+	- = 0.222222;+ = 0.777778;	yes	no = 0.46;yes = 0.54;	high	low = 0.133333;medium = 0.2;high = 0.6;very high = 0.0666667;	low	low = 0.67;high = 0.33;	443.5	0	3	0	9	0	132.4	0	0.2059	0	7	0
CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=C[C@]4(C)C3C(O)C[C@]12C	CHEMBL2107415	ChEMBL23_NatProd	2	0	0.6324	0.7036	0.6324	0.7036	4.79	0.4351	4.79	0.4351	4.962	0.6013	4.914	0.6738	-0.5762	inf	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.16;yes = 0.84;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.75;high = 0.25;	474.6	0	1	0	5	0	80.67	0	0.2162	0	8	0
OCC1OC(O)C(N[S](O)(=O)=O)C(O)C1O	CHEMBL2107416	ChEMBL23_NatProd	2	0	5.949	1.033	4.886	inf	-3.146	0.4351	-3.714	inf	4.01	inf	3.123	0.7574	-1.388	inf	-	- = 0.89;+ = 0.11;	-	- = 0.933333;+ = 0.0666667;	no	no = 0.77;yes = 0.23;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.98;high = 0.02;	259.2	0	6	0	9	0	156.5	0	0.1875	0	3	0
C[C@]1(O)CCC2C3CCC4=CC(=O)C(=C[C@]4(C)C3C(O)C[C@]12C)C=O	CHEMBL2107419	ChEMBL23_NatProd	2	0	2.389	1.033	2.389	1.033	2.598	0.4351	2.598	0.4351	4.824	0.6013	4.225	0.6725	-0.7265	0.3585	+	- = 0.44;+ = 0.56;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.04;yes = 0.96;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.73;high = 0.27;	344.4	0	2	0	4	0	74.6	0	0.03571	0	1	0
OC1OC2C(O)C(=O)OC2C1O	CHEMBL2107425	ChEMBL23_NatProd	2	0	6.599	0.7036	6.599	0.7036	-1.805	0.4351	-1.805	0.4351	3.879	0.6013	3.13	0.6024	-1.156	0.3585	-	- = 0.82;+ = 0.18;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.7;yes = 0.3;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.97;high = 0.03;	176.1	0	3	0	6	0	96.22	0	0	0	0	0
COC1=CC=C(C=C1)C(=O)COC(=O)\C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C	CHEMBL2107427	ChEMBL23_NatProd	2	0	0.639	1.033	0.639	1.033	5.531	0.4351	5.531	0.4351	5.472	inf	6.244	0.9979	-0.06708	inf	+	- = 0.47;+ = 0.53;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.49;yes = 0.51;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.39;high = 0.61;	448.6	0	0	0	4	0	52.6	0	0.2941	0	10	0
NC1=N[C](=O)C2=NC(=CN=C2[NH]1)CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O	CHEMBL2107429	ChEMBL23_NatProd	2	0	0.56	1.033	4.028	0.621	-0.01097	0.4351	-2.349	inf	5.075	0.6013	2.44	0.9225	-1.844	inf	-	- = 0.92;+ = 0.08;	+	- = 0.222222;+ = 0.777778;	yes	no = 0.23;yes = 0.77;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.86;high = 0.14;	441.4	0	6	0	13	0	213.3	0	0.2941	0	10	0
C[C@]12CCC3C(CCC4=CCCCC34)C1CC[C@@]2(O)C#C	CHEMBL2107431	ChEMBL23_NatProd	2	0	1.827	1.033	1.827	1.033	4.343	0.4351	4.343	0.4351	4.763	0.6013	5.384	0.5654	0.5931	0.3585	+	- = 0.06;+ = 0.94;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.81;yes = 0.19;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.15;high = 0.85;	284.4	0	1	0	1	0	20.23	0	0.04167	0	1	0
COC(=O)C=CCC=CCC1C(O)CC(O)C1C=CC(O)COC2=CC=CC(=C2)C(F)(F)F	CHEMBL2107438	ChEMBL23_NatProd	2	0	1.955	1.033	1.955	1.033	3.54	0.4351	3.54	0.4351	4.964	0.6013	5.661	0.9563	-0.1079	inf	-	- = 0.82;+ = 0.18;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.36;yes = 0.64;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.8;high = 0.2;	470.5	0	3	0	6	0	96.22	0	0.3529	0	12	0
CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1CCCCC=CC(O)=O	CHEMBL2107456	ChEMBL23_NatProd	2	0	2.304	1.033	2.838	0.621	3.598	0.4351	0.02139	inf	4.455	0.6013	4.663	0.7687	-0.8232	inf	-	- = 0.89;+ = 0.11;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.34;yes = 0.66;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.53;high = 0.47;	380.5	0	3	0	5	0	94.83	0	0.4815	0	13	0
C[N]1[C](=O)[N](C)C2=C([N](CC(O)CN3CCN(CCCSC4=CC=CC=C4)CC3)C=N2)[C]1=O	CHEMBL2107464	ChEMBL23_NatProd	2	0	2.975	1.033	2.927	0.621	2.032	0.4351	1.341	inf	5.034	0.6013	6.637	0.713	-0.5051	inf	-	- = 0.8;+ = 0.2;	+	- = 0.285714;+ = 0.714286;	yes	no = 0.26;yes = 0.74;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	low	low = 0.57;high = 0.43;	472.6	0	1	0	9	0	88.53	0	0.25	0	9	0
CC1(C)SC2C(NC(=O)CSC3=CC=CC=C3)C(=O)N2C1C(O)=O	CHEMBL2107482	ChEMBL23_NatProd	2	0	2.641	1.033	3.997	0.621	1.975	0.4351	-1.051	0.6135	4.516	0.6013	2.66	0.7507	-1.442	0.3585	-	- = 0.82;+ = 0.18;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.7;yes = 0.3;	low	low = 0.4;medium = 0.2;high = 0.3;very high = 0.1;	low	low = 0.94;high = 0.06;	366.5	0	2	0	6	0	86.71	0	0.2308	0	6	0
C[N]1[C](=O)[N](C)C2=C([N](CCCNC3COC4C(COC34)O[N](O)=O)C=N2)[C]1=O	CHEMBL2107483	ChEMBL23_NatProd	2	0	3.032	1.033	3.298	0.621	0.7053	0.6296	-0.09062	inf	4.66	inf	4.7	0.7471	-1.607	0.3585	-	- = 0.84;+ = 0.16;	+	- = 0.285714;+ = 0.714286;	yes	no = 0.35;yes = 0.65;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.86;high = 0.14;	411.4	0	2	0	13	0	138.8	0	0.2188	0	7	0
CC(O)C1C2C(C)C(=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)SC3CN(C3)C4=NCCS4	CHEMBL2107486	ChEMBL23_NatProd	2	0	1.617	1.033	2.558	inf	2.252	0.4351	0.9633	inf	4.806	inf	3.759	0.8817	-1.037	inf	-	- = 0.78;+ = 0.22;	+	- = 0.136364;+ = 0.863636;	yes	no = 0;yes = 1;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.91;high = 0.09;	497.6	0	1	0	9	0	108.7	0	0.2778	0	10	0
CCC[C@]1(O)CCC2C3CCC4CC(=O)CC(C)[C@]4(C)C3CC[C@]12C	CHEMBL2107498	ChEMBL23_NatProd	2	0	2.861	0.7036	2.861	0.7036	4.863	0.4351	4.863	0.4351	4.74	0.6013	5.16	0.8094	0.04036	0.3585	+	- = 0.24;+ = 0.76;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.77;yes = 0.23;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.28;high = 0.72;	346.5	0	1	0	2	0	37.3	0	0.07143	0	2	0
COC1=C2[C](=O)C=C(COC3OC(CO)C(O)C(O)C3O)OC2=CC4=C1C=CO4	CHEMBL2107506	ChEMBL23_NatProd	2	0	3.674	1.033	3.674	1.033	-0.1859	0.4351	-0.1859	0.4351	5.127	inf	4.591	0.6816	-1.882	0.3585	-	- = 0.94;+ = 0.06;	+	- = 0.2;+ = 0.8;	no	no = 0.66;yes = 0.34;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.68;high = 0.32;	408.4	0	4	0	10	0	152	0	0.1562	0	5	0
CC1(C)SC2C(NC(=O)C(N[S](O)(=O)=O)C3=CC=CC=C3)C(=O)N2C1C(O)=O	CHEMBL2107511	ChEMBL23_NatProd	2	0	3.031	1.033	4.533	0.621	0.01042	0.4351	-2.046	inf	4.758	inf	2.337	0.7941	-1.757	inf	-	- = 0.82;+ = 0.18;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.45;yes = 0.55;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.85;high = 0.15;	429.5	0	4	0	10	0	153.1	0	0.2333	0	7	0
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O	CHEMBL2107514	ChEMBL23_NatProd	2	0	2.837	1.033	2.837	1.033	4.476	0.4351	4.476	0.4351	4.403	inf	5.592	0.7579	-0.6555	0.3585	-	- = 0.86;+ = 0.14;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.22;yes = 0.78;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	low	low = 0.65;high = 0.35;	402.6	0	3	0	6	0	96.22	0	0.6429	0	18	0
CC(=O)C1CCC2C3C=C(Cl)C4=CC(=O)C=C[C@@]4(C)C3CC[C@]12C	CHEMBL2107518	ChEMBL23_NatProd	2	0	1.743	0.7036	1.743	0.7036	3.592	0.4351	3.592	0.4351	4.98	0.6013	4.71	0.7166	-0.2476	inf	+	- = 0.17;+ = 0.83;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.2;yes = 0.8;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.55;high = 0.45;	344.9	0	0	0	2	0	34.14	0	0.03704	0	1	0
C[N]1C=NC2=C1[C](=O)[NH][C](=O)[N]2C	CHEMBL2107522	ChEMBL23_NatProd	2	0	3.26	0.7036	3.26	0.7036	-0.5037	0.4351	-0.5037	0.4351	3.847	0.6013	4.483	0.5736	-0.4481	0.3585	-	- = 0.59;+ = 0.41;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.72;yes = 0.28;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.98;high = 0.02;	180.2	0	1	0	6	0	72.68	0	0	0	0	0
C[N]1C=NC2=C1[C](=O)[NH][C](=O)[N]2C	CHEMBL2107523	ChEMBL23_NatProd	2	0	3.26	0.7036	3.26	0.7036	-0.5037	0.4351	-0.5037	0.4351	3.847	0.6013	4.483	0.5736	-0.4481	0.3585	-	- = 0.59;+ = 0.41;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.72;yes = 0.28;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.98;high = 0.02;	180.2	0	1	0	6	0	72.68	0	0	0	0	0
OCC1OC(O[C@]2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl	CHEMBL2107529	ChEMBL23_NatProd	2	0	4.636	1.033	4.636	1.033	-0.6811	0.4351	-0.6811	0.4351	4.615	inf	3.605	0.783	-1.38	inf	-	- = 0.82;+ = 0.18;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.18;yes = 0.82;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.93;high = 0.07;	397.6	0	5	0	8	0	128.8	0	0.2083	0	5	0
CCCCCCCOC1C(OC2OC(C)(C)OC12)C(O)CO	CHEMBL2107533	ChEMBL23_NatProd	2	0	3.58	0.7036	3.58	0.7036	2.145	0.4351	2.145	0.4351	4.304	0.6013	4.649	0.533	-0.5453	0.3585	-	- = 0.86;+ = 0.14;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.66;yes = 0.34;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.79;high = 0.21;	318.4	0	2	0	6	0	77.38	0	0.3913	0	9	0
