bms	order	scaffold_id	scaffold_key
C1CCC(OC2CCCCC2OC2CCCO2)OC1	217	CHEMBL221572	19 2 4 3 0 6 0 0 4 0 0 4 0 4 0 0 4 0 0 0 0 2 1 0 0 0 1 2 0 2 0 2 QHKOMLCENKQGLA-UHFFFAOYSA-N
C1CCC(OC2OCCC2OC2CCCCO2)CC1	218	CHEMBL2104642	19 2 4 3 0 6 0 0 4 0 0 4 0 4 0 0 4 0 0 0 0 2 2 0 0 0 1 2 0 2 0 2 ZVOXSFNMCIUBSV-UHFFFAOYSA-N
c1ccc(Cc2c[nH]nc2OC2CCCCO2)cc1	219	CHEMBL2028665	19 2 4 3 0 6 2 0 4 0 0 2 2 4 0 0 2 2 0 1 0 2 0 0 0 0 1 2 0 2 0 2 CABUVDNWSJYSRM-UHFFFAOYSA-N
O=C(C1CC(SC2=CN3C(=O)CC3C2)CN1)N1CCCC1	220	CHEMBL389847	19 2 4 4 0 5 0 1 8 0 1 0 7 6 0 1 2 3 0 0 0 0 2 0 4 0 1 1 0 2 2 2 FNHGSZVDQFXSQI-UHFFFAOYSA-N
O=C1c2ccccc2C(C2CCCCO2)c2ccccc21	221	CHEMBL497001	20 0 0 4 0 6 2 2 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 5 0 5 6 1 6 RSNQIMXXQUMKFX-UHFFFAOYSA-N
O=C1CCC2C(CCC3C2CCC2C3CC3OCOC32)C1	222	CHEMBL2104454	20 0 0 5 0 6 0 0 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 0 7 1 6 10 1 10 ODWCKANQPMAWJE-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C5CC[C@]43OCO5)C2CC1	223	CHEMBL2106696	20 0 0 5 0 6 0 1 2 0 0 2 0 3 0 0 3 0 0 0 0 1 0 0 0 1 5 0 4 5 1 5 SONIRSDTVRSMFH-CDPWHWORSA-N
O=C1C=C2CCC3C(CCC4C3CC3OCOC34)C2CC1	224	CHEMBL2107134	20 0 0 5 0 6 0 1 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 1 6 1 5 8 1 8 UAXVITIDFWLXON-UHFFFAOYSA-N
C1=CC2=CCC3C(CCC4C3CC3OCOC34)C2CC1	225	CHEMBL2104139	20 0 0 5 0 6 0 2 2 0 0 2 0 2 0 0 2 0 0 0 0 1 1 0 0 1 6 1 5 8 0 8 FYOXPZANWFFZOD-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12	226	CHEMBL1512	20 0 0 5 0 6 0 2 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 2 6 1 5 8 1 8 SGRKIHCYYLPAGA-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC=NC12	227	CHEMBL1201891	20 0 0 5 0 6 0 3 2 0 0 1 1 3 0 0 2 1 0 0 0 0 1 0 1 2 6 1 5 8 1 8 QUDHXVIDAYSUBT-UHFFFAOYSA-N
c1[nH]nc2c1CC1C(CCC3C4CCCC4CCC13)C2	228	CHEMBL1908363	20 0 0 5 0 6 1 1 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 0 0 6 2 4 10 0 10 YGBAOTWJFIEMGH-UHFFFAOYSA-N
C1CC2CCC3C4Cc5nonc5CC4CCC3C2C1	229	CHEMBL1893554	20 0 0 5 0 6 1 1 3 0 0 1 2 3 0 0 1 2 0 2 1 0 1 0 0 0 6 2 4 10 0 10 SSZXCVBFPZLXOD-UHFFFAOYSA-N
C1=C2CCC3C4CCCC4CCC3C2Cc2cn[nH]c21	230	CHEMBL2105010	20 0 0 5 0 6 1 2 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 0 0 5 1 3 5 0 5 VRBRURCNPUUZJW-UHFFFAOYSA-N
C1=C2CCC3C4CCCC4CCC3C2Cc2cnoc21	231	CHEMBL1479	20 0 0 5 0 6 1 2 2 0 0 1 1 2 0 0 1 1 0 1 0 0 0 0 0 0 5 1 3 5 0 5 UPPRWKTUXKQGFK-UHFFFAOYSA-N
C1=C2Cc3oncc3CC2C2CCC3CCCC3C2C1	232	CHEMBL2103987	20 0 0 5 0 6 1 2 2 0 0 1 1 2 0 0 1 1 0 1 0 0 0 0 0 0 5 1 3 6 0 6 XJUVOCFMSMLMDJ-UHFFFAOYSA-N
C1=C2CCCCC2C2CC[C@]34CNCC3CCC4C2C1	233	CHEMBL191703	20 0 0 5 1 6 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 5 0 4 5 0 5 OYNPGUUKQOODEH-LUWCXRDKSA-N
C1=C[C@]23CCCN2CCc2cc4c(cc2C3C1)OCO4	234	CHEMBL46286	20 0 0 5 1 7 1 3 5 0 0 2 3 3 0 0 2 1 0 0 0 1 1 0 0 0 5 2 3 8 0 8 JUTLUZRSPWPXFW-FBMWCMRBSA-N
C1=C[C@]23CCC1C1Oc4cccc5c4[C@@]12CCNC3C5	235	CHEMBL1908334	20 0 0 7 2 6 1 4 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 7 2 8 14 0 14 ZTRMYNGSBGJIEO-IKKJJPHCSA-N
c1nc(NC2CCCC2)c2ncn(C3CCCO3)c2n1	236	CHEMBL2107371	20 1 2 4 0 6 2 0 8 0 0 1 7 6 0 0 1 5 0 0 0 5 4 0 0 0 4 1 3 4 0 4 TUVGYRDIFYXEIF-UHFFFAOYSA-N
c1nc(NC2CCOC2)c2ncn(C3CCCO3)c2n1	237	CHEMBL392149	20 1 2 4 0 6 2 0 9 0 0 2 7 7 0 0 2 5 0 0 0 5 5 0 0 0 4 1 3 4 0 4 JZLNAYXBIZRQPK-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1	238	CHEMBL1200701	20 2 3 4 0 6 2 0 7 0 1 1 5 7 0 1 3 3 0 1 0 1 4 0 2 0 4 0 2 2 2 2 QBCDXOHLELLFEJ-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)c1ccnn1-c1ccccc1	239	CHEMBL2106877	20 2 3 4 0 6 2 0 9 0 1 0 8 7 0 1 2 4 0 1 0 1 5 0 2 0 4 0 2 2 2 2 STZNLZLCNXTAMB-UHFFFAOYSA-N
C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1	240	CHEMBL1200780	20 2 4 3 0 6 0 0 4 0 0 4 0 4 0 0 4 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 UOYDWHSPHHJHEM-UHFFFAOYSA-N
C1=COC(OC2CCCC(OC3CCCCO3)C2)CC1	241	CHEMBL2364623	20 2 4 3 0 6 0 1 4 0 0 4 0 4 0 0 4 0 0 0 0 2 0 0 1 0 0 3 0 0 0 0 MQTXZRDMJFDJQM-UHFFFAOYSA-N
c1ccc(Cc2ccccc2OC2CCCCO2)cc1	242	CHEMBL450044	20 2 4 3 0 6 2 0 2 0 0 2 0 2 0 0 2 0 0 0 0 1 0 0 0 0 1 2 0 2 0 2 UGMDXONTFBMURF-UHFFFAOYSA-N
C(=CC1(COc2ccccc2)OCCO1)C1CCCC1	243	CHEMBL2105063	20 4 6 3 0 6 1 0 3 0 0 3 0 3 0 0 3 0 0 0 0 1 3 0 0 0 0 0 0 1 0 1 XBWHCTJUIWWXGQ-UHFFFAOYSA-N
C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21	244	CHEMBL404519	21 0 0 5 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 6 8 0 8 XMUFZMQCRLMYIC-UHFFFAOYSA-N
c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3	245	CHEMBL2104507	21 0 0 5 0 6 2 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 1 0 0 0 6 3 4 12 0 12 JUPDIHMJFPDGMY-UHFFFAOYSA-N
C1=CC2CC3c4[nH]c5ccccc5c4CCN3CC2CO1	246	CHEMBL2106350	21 0 0 5 0 6 2 2 5 0 0 1 4 3 0 0 1 2 0 0 0 0 1 0 1 0 6 3 4 12 0 12 IOMWAAMCMVHWQP-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C3CC[C@@]43CCCO3)C2CC1	247	CHEMBL2105514	21 0 0 5 1 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 1 5 0 4 5 1 5 LFJWPIDKKCVBFR-BROHZWGRSA-N
O=C1C=C2CCC3C(CCC4C3CC[C@@]43CCC(=O)O3)C2CC1	248	CHEMBL1393	21 0 0 5 1 6 0 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 5 0 4 5 2 5 FTWZQYBELWYJGN-IIBWNOEZSA-N
C1=C2CC3(CCC2C2CCC4CCCC4C2C1)OCCO3	249	CHEMBL2104338	21 0 0 5 1 6 0 1 2 0 0 2 0 2 0 0 2 0 0 0 0 1 1 0 0 0 4 0 3 5 0 5 ODZIKMHXTOPFKO-UHFFFAOYSA-N
O=C1C=C2C=CC3C(CCC4C3CC[C@@]43CCC(=O)O3)C2CC1	250	CHEMBL1463345	21 0 0 5 1 6 0 2 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 2 5 0 4 5 2 5 YRIQHYJMKKZZGD-IIBWNOEZSA-N
c1ccc(Cc2cccc([C@]34CCCC(CO3)O4)c2)cc1	251	CHEMBL1770248	21 1 2 4 0 6 2 0 2 0 0 2 0 2 0 0 2 0 0 0 0 1 1 0 0 0 1 3 0 3 0 3 LWFKQHONHMEOMU-MUMRKEEXSA-N
c1ccc(Cc2ccc3c(c2)[C@]2(CCCCO2)OC3)cc1	252	CHEMBL2105711	21 1 2 4 1 6 2 1 2 0 0 2 0 2 0 0 2 0 0 0 0 1 0 0 0 0 2 2 1 4 0 4 FRQNHOXELRWDMQ-IBGZPJMESA-N
O=C(NC1C(=O)N2C=CCSC12)c1conc1-c1ccccc1	253	CHEMBL2107707	21 2 3 4 0 6 2 1 7 0 1 1 5 7 0 1 3 3 0 1 0 1 3 0 3 0 4 0 2 2 2 2 UNPAHZNFJABZDJ-UHFFFAOYSA-N
N=C(C(=O)NC1C(=O)N2C=C(C3CCCO3)CSC12)c1cscn1	254	CHEMBL2104475	21 3 4 4 0 6 1 1 8 0 2 1 5 9 0 2 3 4 0 0 0 2 4 0 3 1 2 0 1 1 3 1 FJBXBRAVFBKYEO-UHFFFAOYSA-N
O=C(Nc1ccccc1)C1CC(SC2=CN3C(=O)CC3C2)CN1	255	CHEMBL1359	21 3 5 4 0 6 1 1 6 0 1 0 5 6 0 1 2 3 0 0 0 0 2 0 4 0 1 1 0 3 2 3 CAKROIRVNDOVTB-UHFFFAOYSA-N
C=C1SC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CSC23)S1	256	CHEMBL474579	21 4 6 4 0 6 1 1 12 0 4 0 8 12 0 4 2 6 0 3 2 6 5 0 5 0 2 0 1 2 3 2 NJUUJYFINDQXLX-UHFFFAOYSA-N
O=[PH](COCCn1cnc2cncnc21)Oc1ccccc1	257	CHEMBL2107825	21 6 7 3 0 6 3 0 11 3 0 2 6 8 1 0 3 4 0 1 0 4 4 1 1 0 2 0 1 1 1 1 XKRKGYFXGJKVIE-UHFFFAOYSA-N
c1ccc(-c2nc3cncnc3nc2-c2ccccc2)cc1	258	CHEMBL230011	22 0 0 4 0 6 4 0 4 0 0 0 4 4 0 0 0 4 0 0 0 2 4 0 0 0 4 2 2 7 0 7 KEWTUEFFVXGDRQ-UHFFFAOYSA-N
O=C1NCc2n[nH]cc2-c2cncc(c2)OCc2ccccc21	259	CHEMBL3286830	22 0 0 4 0 12 3 4 5 0 0 1 4 6 0 0 2 4 0 1 0 0 2 0 1 0 3 1 1 2 1 2 UGPJWAQUTOYSQN-UHFFFAOYSA-N
c1cc(C2CCC3C2CCC2C4CCCCC4CCC23)co1	260	CHEMBL2107775	22 0 0 5 0 6 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 7 0 6 8 0 8 JZYVDNWBAWBADP-UHFFFAOYSA-N
C1=C2C(CCC3C2CCC3c2ccoc2)c2ccccc2C1	261	CHEMBL2104224	22 0 0 5 0 6 2 2 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 0 3 5 0 5 MOKPHUIPTMUXRE-UHFFFAOYSA-N
O=C1C2Cc3ccccc3OC2CC2Oc3ccccc3CC12	262	CHEMBL2107005	22 0 0 5 0 6 2 2 2 0 0 2 0 3 0 0 3 0 0 0 0 0 0 0 0 0 4 5 0 12 1 12 GAAUBVOZGNZAPN-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1C1CC1[C@@]21CCC(=O)O1	263	CHEMBL1908314	22 0 0 6 1 6 0 2 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 2 8 1 9 13 2 13 INEZMHXAOYSHQE-IUORNNMZSA-N
O=S1(=O)CCN(C2CC3CCCC4CCC5OO[C@]43C(O5)O2)CC1	264	CHEMBL516268	22 0 0 6 1 7 0 0 13 0 6 4 3 8 0 1 6 1 0 1 0 3 4 2 0 0 4 3 3 7 2 7 CXAOOBCAIQDOFN-RZBMREITSA-N
O=C1C=C2CCC3C4CC[C@@]5(CCC(=O)O5)C4CC4O[C@]43C2CC1	265	CHEMBL1095097	22 0 0 6 2 6 0 1 2 0 0 2 0 4 0 0 4 0 0 0 0 0 0 0 1 1 6 2 6 10 2 10 DJHCTCIBGDFXIW-BCOWSQOXSA-N
C=C1CCC2C3Cc4cccc5c4[C@@]2(CCN3CC2CC2)C1O5	266	CHEMBL982	22 1 2 6 1 6 1 2 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 7 3 8 14 1 14 UCQLFLIRUFCZBP-XTDSXPLLSA-N
O=C1CCC2C3Cc4cccc5c4[C@@]2(CCN3CC2CC2)C1O5	267	CHEMBL1201149	22 1 2 6 1 6 1 2 4 0 0 1 3 3 0 0 2 1 0 0 0 0 0 0 0 0 7 3 8 14 1 14 WYFRGINYFOBUFE-ZNULSOFOSA-N
c1ccc(CNc2ncnc3c2ncn3C2CCCO2)cc1	268	CHEMBL331382	22 2 3 4 0 6 3 0 8 0 0 1 7 6 0 0 1 5 0 0 0 5 4 0 0 0 4 0 3 4 0 4 GQJJUHLVVFRHEB-UHFFFAOYSA-N
N=C(C(=O)NC1C(=O)N2C=C(Cn3ncnn3)CSC12)c1cscn1	269	CHEMBL2105953	22 4 6 4 0 6 2 1 13 0 2 0 11 12 0 2 2 8 0 3 2 3 4 0 3 1 2 0 1 1 3 1 JKIKUGLIWJCWKU-UHFFFAOYSA-N
O=C(/C=C/C=C/C=C/C=C/C1=CCCCC1)Nc1ccccc1	270	CHEMBL7301	22 10 11 2 0 6 1 1 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 5 0 0 0 0 1 0 ZDEZQAIVPOUSRG-BOSZSHNHSA-N
O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13	271	CHEMBL1276308	23 0 0 5 0 6 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 3 1 1 4 1 4 KITCXGUYSWNGRP-UHFFFAOYSA-N
C1=C2CCCCC2C2CCC3C(c4cccnc4)=CCC3C2C1	272	CHEMBL271227	23 0 0 5 0 6 1 2 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 4 0 3 4 0 4 FYPJEFUYCNOWKU-UHFFFAOYSA-N
O=C1C=C2C(CC1)C1CCC3C(C4CC4[C@@]34CCC(=O)O4)C1C1CC21	273	CHEMBL1509	23 0 0 7 1 6 0 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 10 2 12 21 2 21 CPIREIREIGGYHN-TUKQOCAISA-N
O=C1C=CC2C(=C1)C1CC1C1C2CCC2C1C1CC1[C@@]21CCC(=O)O1	274	CHEMBL2107584	23 0 0 7 1 6 0 2 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 2 10 2 12 21 2 21 JDCHYTKXTYXICB-TUKQOCAISA-N
C1=C(OC2CCCC2)CCC2C1=CCC1C3CCCC3CCC21	275	CHEMBL2105291	23 1 2 5 0 6 0 2 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 4 0 3 3 0 3 WDTYYEARDMSRNA-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(OC3=CCCC3)CCC21	276	CHEMBL2106999	23 1 2 5 0 6 0 3 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 2 5 0 4 5 1 5 RYMAGBFIYCNQMV-UHFFFAOYSA-N
c1cc2c(cc1OC1CCCC1)CCC1C2CCC2CCCC21	277	CHEMBL1201165	23 1 2 5 0 6 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 2 4 7 0 7 GUOMRPQUJJFZEB-UHFFFAOYSA-N
O=C1CN(CC2C=C3c4cccc5[nH]cc(c45)CC3NC2)CC(=O)N1	278	CHEMBL2104885	23 1 2 5 0 6 2 3 6 0 0 0 6 6 0 0 2 4 0 0 0 0 2 0 2 0 3 2 3 4 2 4 SOSJSMNIBOSKML-UHFFFAOYSA-N
c1cc2c3c(c1)OC1CCCC4C(C2)N(CC2CCC2)CC[C@]314	279	CHEMBL1201132	23 1 2 6 1 6 1 2 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 7 3 8 14 0 14 NBZHSBRISZHCBS-XIPUSNRWSA-N
O=C(NC1CNC2Cc3c[nH]c4cccc(c34)C2C1)n1cccn1	280	CHEMBL2105596	23 2 3 5 0 6 3 2 7 0 0 0 7 6 0 0 1 5 0 1 0 1 1 0 2 0 5 2 5 10 1 10 QOHWICLCSAHUKL-UHFFFAOYSA-N
C(#Cc1ncc2ncn(C3CCCO3)c2n1)CC1CCCCC1	281	CHEMBL1950649	23 3 3 4 0 6 2 0 7 0 0 1 6 5 0 0 1 4 0 0 0 4 3 0 0 0 3 1 2 5 0 5 JVDRBWFMBGNJAQ-UHFFFAOYSA-N
O=C(Cc1ccc(C2=NCCCN2)cc1)NC1C(=O)N2C=CCSC12	282	CHEMBL2104140	23 3 4 4 0 6 1 2 7 0 1 0 6 7 0 1 2 4 0 0 0 1 3 0 4 0 2 0 1 3 2 3 SJUBQNKUCYXXSK-UHFFFAOYSA-N
C(=NNc1ncc2ncn(C3CCCO3)c2n1)C1CCCCC1	283	CHEMBL1950554	23 3 4 4 0 6 2 0 9 0 0 1 8 7 0 0 1 6 0 1 0 6 3 0 1 0 3 1 2 5 0 5 MLUUKMYFKCNCCR-UHFFFAOYSA-N
c1ccc(CCOc2ncc3ncn(C4CCCO4)c3n2)cc1	284	CHEMBL1950553	23 3 4 4 0 6 3 0 8 0 0 2 6 6 0 0 2 4 0 0 0 6 3 0 0 0 3 1 2 5 0 5 MUSMSLXQRLTFHT-UHFFFAOYSA-N
O=C(CCN1CCNCC1)NC1C(=O)CCC2c3ccccc3OC12	285	CHEMBL2218864	23 4 5 4 0 6 1 1 6 0 0 1 5 6 0 0 3 3 0 0 0 0 3 0 1 0 4 1 3 5 2 5 GWUBRMADBMMSFU-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)C(Oc1ccccc1)c1ccccc1	286	CHEMBL2106298	23 4 6 4 0 6 2 0 6 0 1 1 4 6 0 1 3 2 3 0 0 1 5 0 2 0 3 1 1 3 2 3 RZJQAYPGIXEUIH-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)C(NC(=O)N1CCNC1=O)c1ccccc1	287	CHEMBL1697708	23 5 7 4 0 6 1 0 10 0 1 0 9 10 0 1 4 5 3 0 0 3 6 0 6 0 3 0 1 3 4 3 NWUIGQYWQUFJNE-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)C(N=Cc1ccco1)c1ccccc1	288	CHEMBL2107409	23 5 7 4 0 6 2 0 7 0 1 1 5 7 0 1 3 3 3 0 0 1 5 0 2 0 3 0 1 2 2 2 PCNPRLZHZYVYFK-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)C(C(=O)Oc1ccccc1)c1ccsc1	289	CHEMBL2111017	23 5 7 4 0 6 2 0 7 0 2 1 4 8 0 2 4 2 3 0 0 1 4 0 3 0 3 0 1 3 3 3 RSRVXILTNFVMDB-UHFFFAOYSA-N
N=C(C(=O)NC1C(=O)N2C=C(C=Cc3cncs3)CSC12)c1cscn1	290	CHEMBL454446	23 5 7 4 0 6 2 1 9 0 3 0 6 10 0 3 2 5 0 0 0 3 5 0 3 2 2 0 1 1 3 1 JIMCLKUQPDRFLG-UHFFFAOYSA-N
O=C(Cc1cccs1)NC1C(=O)N2C=C(CSc3nc[nH]n3)CSC12	291	CHEMBL2104172	23 5 7 4 0 6 2 1 10 0 3 0 7 10 0 3 2 5 0 1 0 5 3 0 3 0 2 0 1 1 2 1 XWMUVQRTZNCMOS-UHFFFAOYSA-N
N=C(C(=O)NC1C(=O)N2C=C(CSc3nccs3)CSC12)c1cscn1	292	CHEMBL2303613	23 5 7 4 0 6 2 1 10 0 4 0 6 11 0 4 2 5 0 0 0 5 5 0 3 1 2 0 1 1 3 1 WOAPMLQGIUIABX-UHFFFAOYSA-N
N=C(C(=O)NC1C(=O)N2C=C(CSc3cnns3)CSC12)c1cscn1	293	CHEMBL1689069	23 5 7 4 0 6 2 1 11 0 4 0 7 12 0 4 2 6 0 2 1 3 6 0 3 1 2 0 1 1 3 1 WTKUTULUXPEWOJ-UHFFFAOYSA-N
O=C(Cc1cscn1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12	294	CHEMBL1296	23 5 7 4 0 6 2 1 12 0 3 0 9 12 0 3 2 7 0 3 2 5 4 0 3 0 2 0 1 1 2 1 KJKOBGOACCPSES-UHFFFAOYSA-N
N=C(C(=O)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12)c1cscn1	295	CHEMBL3183193	23 5 7 4 0 6 2 1 12 0 3 0 9 13 0 3 2 8 0 3 2 5 4 0 3 1 2 0 1 1 3 1 PBXKWQBNFJRLNT-UHFFFAOYSA-N
O=C(Cn1cnnn1)NC1C(=O)N2C=C(CSc3nncs3)CSC12	296	CHEMBL1200523	23 5 7 4 0 6 2 1 15 0 3 0 12 13 0 3 2 8 0 4 2 6 4 0 3 0 2 0 1 1 2 1 MFVQCZPDQVSBKS-UHFFFAOYSA-N
O=C(OCOC(=O)C1=C2CCCCC2C2CC(=O)N12)OC1CCCCC1	297	CHEMBL2107073	23 6 7 4 0 6 0 1 6 0 0 3 3 7 0 0 6 1 0 0 0 2 1 0 5 1 2 0 1 1 3 1 RWHKFUGKDIORCJ-UHFFFAOYSA-N
c1ccc(COCC(OCc2ccccc2)C2CCCO2)cc1	298	CHEMBL2106001	23 6 8 3 0 6 2 0 3 0 0 3 0 3 0 0 3 0 3 0 0 0 2 0 0 0 1 0 0 1 0 1 VYKXGTQHAVAZHO-UHFFFAOYSA-N
O=C(OCC(OC(=O)c1ccccc1)C1CCCO1)c1ccccc1	299	CHEMBL2104721	23 6 8 3 0 6 2 0 3 0 0 3 0 5 0 0 5 0 3 0 0 0 2 0 2 0 1 0 0 1 2 1 IBPMXMXWYPKTHY-UHFFFAOYSA-N
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)CC4)[nH]3	300	CHEMBL2107806	24 0 0 5 0 16 4 2 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 3 0 3 UGADAJMDJZPKQX-UHFFFAOYSA-N
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3	301	CHEMBL2105866	24 0 0 5 0 16 5 0 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 2 0 2 RKCAIXNGYQCCAL-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC3(CCCC3)OC12	302	CHEMBL1200732	24 0 0 6 1 6 0 2 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 2 6 3 5 11 1 11 MXQVEGADNRXBLM-UHFFFAOYSA-N
O=C1CC2OCC=C3CN4CC[C@]56c7ccccc7N1C5C2C3CC46	303	CHEMBL501756	24 0 0 7 1 7 1 2 7 0 0 1 6 4 0 0 2 2 0 0 0 0 0 0 1 0 10 1 13 22 1 22 QMGVPVSNSZLJIA-OJACLWKRSA-N
c1ccc(-c2ccc(Cc3cccc(C4CCCCO4)c3)s2)cc1	304	CHEMBL2048484	24 1 2 4 0 6 3 0 2 0 1 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 2 3 0 3 0 3 DJUUYQHGRBPEKL-UHFFFAOYSA-N
O=C1C=CC2C(CCC3C2CCC2C(OC4CCCCC4)CCC23)C1	305	CHEMBL2106864	24 1 2 5 0 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 1 6 1 5 8 1 8 XLIIRKASGUXYMH-UHFFFAOYSA-N
C1=C2CC(OC3CCCCO3)CCC2C2CCC3CCCC3C2C1	306	CHEMBL2304043	24 1 2 5 0 6 0 1 2 0 0 2 0 2 0 0 2 0 0 0 0 1 0 0 0 0 4 1 3 5 0 5 QJFXWNXOLGUIJU-UHFFFAOYSA-N
C1=C(OC2CCC3C2CCC2c4ccccc4CCC23)CCCC1	307	CHEMBL2105320	24 1 2 5 0 6 1 2 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 6 0 5 7 0 7 HAFSGUCCHYOZBP-UHFFFAOYSA-N
C1CCC(OC2CCC3C2CCC2C4CC5SC5CC4CCC23)C1	308	CHEMBL2104860	24 1 2 6 0 6 0 0 2 0 1 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 7 4 5 13 0 13 FMOZVWIXFZAFED-UHFFFAOYSA-N
c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)N(CC2CC2)CC[C@]315	309	CHEMBL511142	24 1 2 8 2 6 1 2 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 8 3 9 19 0 19 OUHKWFAZKWCYNQ-CXQZOKJKSA-N
C1=CC23CCC1C1Oc4cccc5c4[C@@]12CCN(CC1CC1)C3C5	310	CHEMBL2104317	24 1 2 8 2 6 1 4 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 8 3 9 18 0 18 HBWQZMWYUOCMRQ-CXQZOKJKSA-N
C1=C[C@]23CCC1C1Oc4cccc5c4[C@@]12CCN(CC1CC1)C3C5	311	CHEMBL2110789	24 1 2 8 2 6 1 4 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 8 3 9 18 0 18 HBWQZMWYUOCMRQ-VGGUPZKPSA-N
O=C1CCCCCCC2OC2CC(C=Cc2cscn2)NC(=O)CCC1	312	CHEMBL1201752	24 2 3 3 0 16 1 0 4 0 1 1 2 6 0 1 3 2 0 0 0 1 1 0 1 0 1 2 0 1 2 1 FYXODLYVZUKATC-UHFFFAOYSA-N
O=C1CCCCCCC2OC2CC(C=Cc2cscn2)OC(=O)CCC1	313	CHEMBL94657	24 2 3 3 0 16 1 0 4 0 1 2 1 6 0 1 4 1 0 0 0 1 1 0 1 0 1 2 0 1 2 1 XONLPZCWPNCGNE-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)SC3CCOC3=O)CCC21	314	CHEMBL2105511	24 2 3 5 0 6 0 2 2 0 1 1 0 5 0 1 4 0 0 0 0 0 1 0 2 2 5 0 4 6 3 6 HRSCKCKTLCGCGE-UHFFFAOYSA-N
