Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O	DB00655	DrugBank Approved 5.0.9	4	0	1.932	0.7036	1.932	0.7036	3.13	0.4351	3.13	0.4351	4.685	0.6013	5.164	0.494	-0.3204	0.3585	+	- = 0.1;+ = 0.9;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.59;yes = 0.41;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.64;high = 0.36;	270.4	0	1	0	2	0	37.3	0	0	0	0	0
ClC1=CC=CC(=C1)N2CCN(CCC[N]3N=C4C=CC=C[N]4[C]3=O)CC2	DB00656	DrugBank Approved 5.0.9	4	0	2.667	1.033	2.281	0.621	2.736	0.4351	2.559	0.5843	5.079	0.6013	6.399	0.5067	-0.1654	0.3585	-	- = 0.88;+ = 0.12;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.68;yes = 0.32;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.17;high = 0.83;	371.9	0	0	0	6	0	45.78	0	0.1724	0	5	0
CNC1(C)C2CCC(C2)C1(C)C	DB00657	DrugBank Approved 5.0.9	4	0	3.987	0.7036	2.099	0.621	2.955	0.4351	1.013	inf	4.153	0.6013	4.432	0.5224	0.2681	0.3585	+	- = 0.05;+ = 0.95;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.87;yes = 0.13;	very high	low = 0.125;medium = 0.125;high = 0.125;very high = 0.625;	low	low = 0.72;high = 0.28;	167.3	0	1	0	1	0	12.03	0	0.07692	0	1	0
	DB00658	DrugBank Approved 5.0.9	4	0																																				
CC(=O)NCCC[S](O)(=O)=O	DB00659	DrugBank Approved 5.0.9	4	0	6.357	0.7036	3.807	0.621	-1.919	0.4351	-1.844	0.5843	3.866	0.6013	3.551	0.5604	-0.4696	0.3585	-	- = 0.88;+ = 0.12;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.81;yes = 0.19;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 1;high = 0;	181.2	0	2	0	5	0	83.47	0	0.5	0	5	0
CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C	DB00660	DrugBank Approved 5.0.9	4	0	2.703	0.7036	2.703	0.7036	2.258	0.4351	2.258	0.4351	4.19	0.6013	4.02	0.5203	-0.1071	0.3585	+	- = 0.35;+ = 0.65;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.87;yes = 0.13;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	low	low = 0.77;high = 0.23;	221.3	0	1	0	4	0	47.56	0	0.1765	0	3	0
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(=C(OC)C=C2)OC)C=C1	DB00661	DrugBank Approved 5.0.9	4	0	2.499	1.033	2.941	0.621	3.79	0.4351	1.91	0.6135	5.315	0.6013	6.155	0.4553	0.35	inf	-	- = 0.85;+ = 0.15;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.28;yes = 0.72;	low	low = 0.454545;medium = 0.181818;high = 0.272727;very high = 0.0909091;	low	low = 0.73;high = 0.27;	454.6	0	0	0	6	0	63.95	0	0.4118	0	14	0
COC1=CC(=CC(=C1OC)OC)C(=O)NCC2=CC=C(OCCN(C)C)C=C2	DB00662	DrugBank Approved 5.0.9	4	0	3.783	1.033	3.51	inf	2.082	0.4351	1.09	0.5843	4.928	0.6013	5.13	0.4814	-0.1188	inf	-	- = 0.9;+ = 0.1;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.43;yes = 0.57;	low	low = 0.454545;medium = 0.181818;high = 0.272727;very high = 0.0909091;	low	low = 0.67;high = 0.33;	388.5	0	1	0	7	0	69.26	0	0.3793	0	11	0
CC1C[C@H]2[C@@H]3CC(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO	DB00663	DrugBank Approved 5.0.9	4	0	1.728	1.033	1.728	1.033	1.94	0.4351	1.94	0.4351	4.684	inf	4.424	0.7122	-0.9509	0.3585	-	- = 0.77;+ = 0.23;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.47;yes = 0.53;	low	low = 0.4;medium = 0.2;high = 0.3;very high = 0.1;	low	low = 0.94;high = 0.06;	410.5	0	3	0	5	0	94.83	0	0.0625	0	2	0
COC1=NC=CN=C1N[S](=O)(=O)C2=CC=C(N)C=C2	DB00664	DrugBank Approved 5.0.9	4	0	3.107	0.7036	3.904	0.621	0.3192	0.4351	-0.2753	0.5843	4.397	0.6013	4.977	0.4933	-0.835	0.3585	-	- = 0.96;+ = 0.04;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.6;yes = 0.4;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.92;high = 0.08;	280.3	0	2	0	7	0	107.2	0	0.2	0	4	0
CC1(C)NC(=O)N(C2=CC(=C(C=C2)[N](O)=O)C(F)(F)F)C1=O	DB00665	DrugBank Approved 5.0.9	4	0	1.427	1.033	1.427	1.033	2.569	0.4351	2.569	0.4351	4.606	0.6013	3.963	0.6374	-0.4868	0.3585	-	- = 0.71;+ = 0.29;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.61;yes = 0.39;	high	low = 0.133333;medium = 0.2;high = 0.6;very high = 0.0666667;	low	low = 0.7;high = 0.3;	318.2	0	2	0	7	0	86.71	0	0.1304	0	3	0
CC(C)CC(NC(=O)C(CC1=CC2=C(C=CC=C2)C=C1)NC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(CO)NC(=O)C(CC4=C[NH]C5=C4C=CC=C5)NC(=O)C(CC6=CN=C[NH]6)NC(=O)C7CCC(=O)N7)C(=O)NC(CCCN=C(N)N)C(=O)N8CCCC8C(=O)NCC(N)=O	DB00666	DrugBank Approved 5.0.9	4	0	2.305	1.033	3.592	inf	0.4585	0.6296	3.9	inf	5.07	inf	1.009	3.492	-1.301	inf	-	- = 0.82;+ = 0.18;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.1;yes = 0.9;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.91;high = 0.09;	1322	0	16	0	30	0	474.6	0	0.4078	0	42	0
CNCC(O)C1=CC(=C(O)C=C1)O	DB00668	DrugBank Approved 5.0.9	4	0	5.195	1.033	2.978	inf	-0.3884	0.4351	-1.937	inf	3.989	0.6013	4.091	0.5548	-0.6626	0.3585	-	- = 0.81;+ = 0.19;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.75;yes = 0.25;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 1;high = 0;	183.2	0	4	0	4	0	72.72	0	0.2308	0	3	0
CN[S](=O)(=O)CC1=CC2=C([NH]C=C2CCN(C)C)C=C1	DB00669	DrugBank Approved 5.0.9	4	0	4.164	1.033	2.737	0.621	0.9301	0.4351	-0.8343	0.5843	4.271	0.6013	5.41	0.5071	-1	0.3585	-	- = 0.8;+ = 0.2;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.61;yes = 0.39;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.94;high = 0.06;	295.4	0	2	0	5	0	65.2	0	0.2857	0	6	0
CN1CCN(CC1)CC(=O)N2C3=C(C=CC=C3)C(=O)NC4=C2N=CC=C4	DB00670	DrugBank Approved 5.0.9	4	0	4.16	1.033	2.801	0.621	0.7045	0.4351	-0.39	inf	4.834	0.6013	5.707	0.6364	0.0505	inf	-	- = 0.9;+ = 0.1;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.25;yes = 0.75;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.53;high = 0.47;	351.4	0	1	0	7	0	68.78	0	0.1034	0	3	0
NC1=NC(=CS1)C(=N/OCC(O)=O)/C(=O)NC2[C@H]3SCC(=C(N3C2=O)C(O)=O)C=C	DB00671	DrugBank Approved 5.0.9	4	0	2.834	1.033	4.425	inf	-0.5193	0.4351	-2.412	inf	4.785	inf	1.351	1.015	-2.001	inf	-	- = 0.88;+ = 0.12;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.28;yes = 0.72;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.99;high = 0.01;	453.5	0	4	0	12	0	184.5	0	0.2812	0	9	0
CCCNC(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1	DB00672	DrugBank Approved 5.0.9	4	0	3.543	0.7036	3.034	0.621	2.27	0.4351	0.677	0.6135	4.043	0.6013	4.628	0.4974	-0.5965	0.3585	-	- = 0.82;+ = 0.18;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.87;yes = 0.13;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	low	low = 0.56;high = 0.44;	276.7	0	2	0	5	0	75.27	0	0.3529	0	6	0
CC(OC1OCCN(CC2=N[NH][C](=O)[NH]2)C1C3=CC=C(F)C=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F	DB00673	DrugBank Approved 5.0.9	4	0	0.9838	1.033	0.6906	0.621	3.942	0.4351	3.181	inf	5.603	0.6013	5.525	0.9119	-0.1902	inf	-	- = 0.77;+ = 0.23;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.22;yes = 0.78;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.25;high = 0.75;	534.4	0	2	0	7	0	83.24	0	0.2	0	8	0
COC1=CC=C2CN(C)CC[C@@]34C=CC(O)C[C@@H]3OC1=C24	DB00674	DrugBank Approved 5.0.9	4	0	4.76	0.7036	1.856	0.621	1.071	0.4351	0.922	0.5843	4.566	0.6013	5.213	0.534	0.3282	0.3585	+	- = 0.18;+ = 0.82;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.45;yes = 0.55;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.92;high = 0.08;	287.4	0	1	0	4	0	41.93	0	0.04167	0	1	0
CC/C(C1=CC=CC=C1)=C(C2=CC=CC=C2)/C3=CC=C(OCCN(C)C)C=C3	DB00675	DrugBank Approved 5.0.9	4	0	1.491	1.033	1.156	0.621	6.246	0.4351	4.03	0.5843	5.472	0.6013	6.569	0.4033	0.8906	0.3585	+	- = 0.26;+ = 0.74;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.08;yes = 0.92;	high	low = 0.1;medium = 0.2;high = 0.6;very high = 0.1;	high	low = 0.27;high = 0.73;	371.5	0	0	0	2	0	12.47	0	0.2667	0	8	0
O=C(OCC1=CC=CC=C1)C2=CC=CC=C2	DB00676	DrugBank Approved 5.0.9	4	0	2.479	0.7036	2.479	0.7036	3.97	0.4351	3.97	0.4351	4.626	0.6013	4.856	0.3874	0.7375	0.3585	+	- = 0.15;+ = 0.85;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.91;yes = 0.09;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	low	low = 0.59;high = 0.41;	212.2	0	0	0	2	0	26.3	0	0.2353	0	4	0
CC(C)O[P](F)(=O)OC(C)C	DB00677	DrugBank Approved 5.0.9	4	0	5.034	0.7036	5.034	0.7036	0.3414	0.4351	0.3414	0.4351	4.139	0.6013	4.215	0.4877	0.2159	0.3585	+	- = 0.31;+ = 0.69;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.83;yes = 0.17;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.99;high = 0.01;	184.1	0	0	0	3	0	35.53	0	0.4	0	4	0
CCCCC1=NC(=C(CO)[N]1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[NH]N=N4)Cl	DB00678	DrugBank Approved 5.0.9	4	0	1.712	1.033	1.712	1.033	3.831	0.4351	3.831	0.4351	5.699	0.6013	5.14	0.9098	-1.14	0.3585	-	- = 0.93;+ = 0.07;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.13;yes = 0.87;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.2;high = 0.8;	422.9	0	2	0	7	0	92.51	0	0.2424	0	8	0
CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN4CCOCC4)C=C1	DB00680	DrugBank Approved 5.0.9	4	0	2.315	1.033	2.316	0.621	3.193	0.4351	2.203	inf	5.473	0.6013	5.791	0.6058	-0.01636	0.3585	-	- = 0.63;+ = 0.37;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.34;yes = 0.66;	very high	low = 0.111111;medium = 0.111111;high = 0.333333;very high = 0.444444;	low	low = 0.88;high = 0.12;	427.5	0	1	0	7	0	71.11	0	0.2424	0	8	0
CC1OC(OC2C[C@@H]3O[C@](O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=C2)CC(O)C3C(O)=O)C(O)C(N)C1O	DB00681	DrugBank Approved 5.0.9	4	0	2.943	1.033	4.674	inf	-1.194	0.6296	1.024	inf	5.042	inf	3.031	2.282	-1.465	inf	-	- = 0.85;+ = 0.15;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.08;yes = 0.92;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	high	low = 0.29;high = 0.71;	924.1	0	12	0	18	0	319.6	0	0.04478	0	3	0
CC(=O)CC(C1=CC=CC=C1)C2=C(O)C3=C(O[C]2=O)C=CC=C3	DB00682	DrugBank Approved 5.0.9	4	0	0.913	1.033	3.004	0.621	2.7	0.4351	1.329	0.5843	5.294	0.6013	4.983	0.4745	-1.088	0.3585	+	- = 0.43;+ = 0.57;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.93;yes = 0.07;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	high	low = 0.08;high = 0.92;	308.3	0	1	0	4	0	67.51	0	0.16	0	4	0
CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C4=C(C=CC(=C4)Cl)[N]12	DB00683	DrugBank Approved 5.0.9	4	0	0.6669	0.7036	0.6669	0.7036	3.27	0.4351	3.27	0.4351	5.989	0.6013	5.22	0.5381	0.3727	0.3585	+	- = 0.15;+ = 0.85;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.93;yes = 0.07;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	low	low = 0.57;high = 0.43;	325.8	0	0	0	3	0	30.18	0	0.03846	0	1	0
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O	DB00684	DrugBank Approved 5.0.9	4	0	5.114	1.033	6.35	inf	-2.161	0.6296	-1.697	inf	4.761	inf	1.779	1.525	-1.117	inf	-	- = 0.81;+ = 0.19;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.13;yes = 0.87;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.99;high = 0.01;	467.5	0	10	0	14	0	268.2	0	0.1765	0	6	0
NC1[C@H]2CN(C[C@@H]12)C3=C(F)C=C4[C](=O)C(=C[N](C5=C(F)C=C(F)C=C5)C4=N3)C(O)=O	DB00685	DrugBank Approved 5.0.9	4	0	0.4642	1.033	1.853	0.621	-0.09795	0.4351	0.1852	inf	5.342	inf	4.516	0.775	-1.469	inf	-	- = 0.99;+ = 0.01;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.46;yes = 0.54;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.61;high = 0.39;	416.4	0	2	0	7	0	101.4	0	0.08824	0	3	0
OC1COC(OC2COC(O)C(O[S](O)(=O)=O)C2O[S](O)(=O)=O)C(O[S](O)(=O)=O)C1O[S](O)(=O)=O	DB00686	DrugBank Approved 5.0.9	4	0	3.882	1.033	5.965	inf	-2.92	0.4351	-1.581	inf	4.653	inf	3.332	1.75	-1.186	inf	-	- = 0.84;+ = 0.16;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.1;yes = 0.9;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.97;high = 0.03;	602.5	0	6	0	21	0	322.5	0	0.2778	0	10	0
C[C@]12CC(O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	DB00687	DrugBank Approved 5.0.9	4	0	2.389	1.033	2.389	1.033	1.67	0.4351	1.67	0.4351	4.499	inf	4.661	0.6444	-1.087	0.3585	-	- = 0.78;+ = 0.22;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.49;yes = 0.51;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.94;high = 0.06;	380.5	0	3	0	5	0	94.83	0	0.06667	0	2	0
COC1=C(C)C2=C(C(=O)OC2)C(=C1C/C=C(C)/CCC(=O)OCCN3CCOCC3)O	DB00688	DrugBank Approved 5.0.9	4	0	3.279	1.033	2.52	0.621	2.587	0.4351	1.465	inf	4.919	inf	5.263	0.6806	-0.147	inf	-	- = 0.66;+ = 0.34;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.42;yes = 0.58;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	low	low = 0.5001;high = 0.4999;	433.5	0	1	0	8	0	94.53	0	0.303	0	10	0
CC(=O)OCC1=C(N2[C@H](SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O	DB00689	DrugBank Approved 5.0.9	4	0	3.606	1.033	4.029	inf	-1.843	0.4351	-1.281	0.6135	4.576	0.6013	2.027	0.7801	-1.818	inf	-	- = 0.86;+ = 0.14;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.35;yes = 0.65;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.97;high = 0.03;	405.4	0	3	0	9	0	139	0	0.2667	0	8	0
CCN(CC)CCN1C(=O)CN=C(C2=C(F)C=CC=C2)C3=C1C=CC(=C3)Cl	DB00690	DrugBank Approved 5.0.9	4	0	2.133	1.033	1.133	inf	3.54	0.4351	1.97	0.6135	5.282	0.6013	5.705	0.5189	0.01495	0.3585	+	- = 0.03;+ = 0.97;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.39;yes = 0.61;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.04;high = 0.96;	387.9	0	0	0	4	0	35.91	0	0.2069	0	6	0
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=C(CC2C(O)=O)C=C(OC)C(=C3)OC	DB00691	DrugBank Approved 5.0.9	4	0	2.687	1.033	3.222	0.621	0.7281	0.4351	-0.2734	0.5843	5.37	0.6013	3.931	0.6487	-1.63	0.3585	-	- = 0.85;+ = 0.15;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.24;yes = 0.76;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.79;high = 0.21;	498.6	0	2	0	9	0	114.4	0	0.3421	0	13	0
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O	DB00692	DrugBank Approved 5.0.9	4	0	2.753	0.7036	1.58	inf	3.164	0.4351	0.01231	0.6135	5.003	0.6013	4.793	0.4576	-0.4826	0.3585	+	- = 0.2;+ = 0.8;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.59;yes = 0.41;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	low	low = 0.8;high = 0.2;	281.4	0	2	0	4	0	47.86	0	0.1739	0	4	0
OC1=CC2=C(C=C1)C3(OC(=O)C4=C3C=CC=C4)C5=C(O2)C=C(O)C=C5	DB00693	DrugBank Approved 5.0.9	4	0	0.5139	0.7036	0.5139	0.7036	3.162	0.4351	3.162	0.4351	5.916	0.6013	4.839	0.6539	-0.3766	inf	-	- = 0.76;+ = 0.24;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.56;yes = 0.44;	high	low = 0.0769231;medium = 0.230769;high = 0.538462;very high = 0.153846;	low	low = 0.78;high = 0.22;	332.3	0	2	0	5	0	75.99	0	0	0	0	0
COC1=CC=CC2=C1C(=O)C3=C(O)C4=C(C[C@](O)(CC4OC5CC(N)C(O)C(C)O5)C(C)=O)C(=C3C2=O)O	DB00694	DrugBank Approved 5.0.9	4	0	0.8119	1.033	3.631	inf	1.476	0.4351	0.6601	inf	5.621	inf	3.463	0.8183	-0.8468	inf	-	- = 0.75;+ = 0.25;	-	- = 0.777778;+ = 0.222222;	yes	no = 0.01;yes = 0.99;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.52;high = 0.48;	527.5	0	5	0	11	0	185.8	0	0.09524	0	4	0
N[S](=O)(=O)C1=CC(=C(NCC2=CC=CO2)C=C1Cl)C(O)=O	DB00695	DrugBank Approved 5.0.9	4	0	2.34	1.033	4.945	0.621	2.03	0.4351	-1.54	0.5843	4.601	0.6013	3.856	0.5502	-1.132	0.3585	-	- = 0.97;+ = 0.03;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.69;yes = 0.31;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.11;high = 0.89;	330.7	0	3	0	7	0	122.6	0	0.2273	0	5	0
CN1CC(C=C2[C@H]1CC3=C[NH]C4=CC=CC2=C34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)C(CC8=CC=CC=C8)N6C5=O	DB00696	DrugBank Approved 5.0.9	4	0	2.072	1.033	2.485	inf	2.992	0.4351	1.761	inf	5.147	inf	4.629	0.9578	-1.347	inf	-	- = 0.58;+ = 0.42;	-	- = 0.777778;+ = 0.222222;	yes	no = 0.01;yes = 0.99;	medium	low = 0.111111;medium = 0.666667;high = 0.111111;very high = 0.111111;	high	low = 0.27;high = 0.73;	581.7	0	3	0	10	0	118.2	0	0.1	0	5	0
ClC1=C(NC2=NCCN2)C3=NSN=C3C=C1	DB00697	DrugBank Approved 5.0.9	4	0	3.546	0.7036	2.912	inf	1.506	0.4351	-0.01104	0.5843	4.457	0.6013	4.278	0.6075	-1.071	0.3585	-	- = 0.78;+ = 0.22;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.58;yes = 0.42;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.91;high = 0.09;	253.7	0	2	0	5	0	62.2	0	0.1111	0	2	0
O[N](=O)C1=CC=C(O1)/C=N/N2CC(=O)NC2=O	DB00698	DrugBank Approved 5.0.9	4	0	2.777	1.033	2.777	1.033	0.4709	0.4351	0.4709	0.4351	3.981	0.6013	3.685	0.6671	-0.3888	0.3585	-	- = 0.91;+ = 0.09;	-	- = 0.933333;+ = 0.0666667;	no	no = 0.63;yes = 0.37;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.95;high = 0.05;	239.2	0	2	0	9	0	112.2	0	0.1667	0	3	0
CO[C@]12CC(COC(=O)C3=CC(=CN=C3)Br)CN(C)[C@@H]1CC4=C[N](C)C5=CC=CC2=C45	DB00699	DrugBank Approved 5.0.9	4	0	1.77	1.033	1.967	inf	3.659	0.4351	2.18	inf	5.435	0.6013	6.128	0.732	0.058	0.3585	-	- = 0.67;+ = 0.33;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.32;yes = 0.68;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.46;high = 0.54;	484.4	0	0	0	6	0	56.59	0	0.1429	0	5	0
COC(=O)C1CC2=CC(=O)CC[C@]2(C)[C@@]34OC3C[C@@]5(C)[C@@H](CC[C@@]56CCC(=O)O6)[C@H]14	DB00700	DrugBank Approved 5.0.9	4	0	1.505	1.033	1.505	1.033	1.543	0.4351	1.543	0.4351	4.756	inf	4.347	0.7685	-0.1792	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.69;yes = 0.31;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.87;high = 0.13;	414.5	0	0	0	6	0	82.2	0	0.05714	0	2	0
CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)[S](=O)(=O)C3=CC=C(N)C=C3	DB00701	DrugBank Approved 5.0.9	4	0	1.407	1.033	2.391	0.621	2.733	0.6296	1.731	inf	5.244	0.6013	5.287	0.5996	-0.56	inf	-	- = 0.83;+ = 0.17;	+	- = 0.222222;+ = 0.777778;	yes	no = 0.09;yes = 0.91;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.78;high = 0.22;	505.6	0	3	0	9	0	131.2	0	0.3514	0	13	0
C[N]1N=C(S[C]1=NC(C)=O)[S](N)(=O)=O	DB00703	DrugBank Approved 5.0.9	4	0	5.073	0.7036	5.073	0.7036	0.1298	0.4351	0.1298	0.4351	3.922	0.6013	4.151	0.765	-0.8144	0.3585	-	- = 0.95;+ = 0.05;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.77;yes = 0.23;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 1;high = 0;	236.3	0	1	0	7	0	107.4	0	0.1429	0	2	0
OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(=C2[C@@]34CCN5CC6CC6)C=C1	DB00704	DrugBank Approved 5.0.9	4	0	2.831	1.033	1.016	inf	2.165	0.4351	0.7631	inf	4.468	inf	5.556	0.6139	-0.2852	0.3585	+	- = 0.28;+ = 0.72;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.78;yes = 0.22;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.94;high = 0.06;	341.4	0	2	0	5	0	70	0	0.06667	0	2	0
CC(C)NC1=CC=CN=C1N2CCN(CC2)C(=O)C3=CC4=C([NH]3)C=CC(=C4)N[S](C)(=O)=O	DB00705	DrugBank Approved 5.0.9	4	0	2.597	1.033	1.349	0.621	1.361	0.4351	1.454	inf	5.436	0.6013	5.959	0.73	-1.14	0.3585	-	- = 0.97;+ = 0.03;	+	- = 0.2;+ = 0.8;	yes	no = 0.24;yes = 0.76;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	high	low = 0.46;high = 0.54;	456.6	0	3	0	9	0	110.4	0	0.2	0	7	0
